word,LNC1-SUM,LNC1-MIN,LNC1-MAX,LNC2-SUM,LNC2-MIN,LNC2-MAX,RandLNC2-SUM,RandLNC2-MIN,RandLNC2-MAX,JAC-SUM,JAC-MIN,JAC-MAX,C-SUM,C-MIN,C-MAX,RandJAC-SUM,RandJAC-MIN,RandJAC-MAX,RandC-SUM,RandC-MIN,RandC-MAX,None
funny,13.186289833921565,0.7538063077518027,0.9664024454401268,12.712315384863269,0.6667960820019943,0.9599833465363472,4.35227712723774,-0.1953422987932676,0.5210842781213031,1.8813522016863058,0.0,0.28205128205128205,11.213032811880112,0.460787296295166,0.9260727763175964,0.576960620962883,0.02040816326530612,0.16279069767441862,7.8105219304561615,0.31016823649406433,0.7240198850631714,
inferiority,13.470315813912297,0.8139290606332178,0.9648762231230871,12.84771361686299,0.6951502369540945,0.9539747218045419,5.206838473050955,0.0765962888574847,0.6822607011722956,1.2166545002213034,0.0,0.19047619047619047,11.266868889331818,0.6388712525367737,0.9081434607505798,0.5455116829340433,0.02040816326530612,0.08695652173913043,7.935184746980667,0.43616560101509094,0.7032233476638794,
favorite,11.548138338082717,0.5495577557915524,0.9454312024013504,11.285577622542998,0.5288884748225325,0.9454312024013504,5.439502591304921,0.21941026037263645,0.669802699378631,0.599333329328704,0.0,0.13636363636363635,11.424143135547638,0.5536566376686096,0.9032753109931946,0.14285714285714285,0.0,0.02040816326530612,6.280105248093605,0.1784486621618271,0.6135839819908142,
furnish,12.50261095799201,0.6203566512017153,0.9869071520931019,12.15488917848184,0.5520146010072594,0.9869071520931019,3.0174789208659654,-0.2451492970612379,0.5051892094969075,1.990155008012151,0.0,0.5151515151515151,10.798830509185791,0.5187129974365234,0.9198266267776489,0.5271492655033029,0.02040816326530612,0.1111111111111111,4.338918462395668,-0.16262872517108917,0.5551902055740356,
liberation,11.619927595832461,0.4213893307619909,0.9494723174318944,10.260106244388862,0.2719833608801804,0.929652371793409,4.170814172294111,-0.11613092344615294,0.5406794008175887,0.5558574283300066,0.0,0.13636363636363635,8.737150013446808,0.2671673595905304,0.8391695022583008,0.1845238095238095,0.0,0.041666666666666664,5.574288196861744,0.08162429928779602,0.5753802061080933,
controversy,13.020853459958605,0.750375411599325,0.9691048204168544,12.240048373947815,0.6376180940972116,0.9478615786744682,5.175225590258215,0.08839251184632191,0.5600342029063348,1.7515531929269206,0.041666666666666664,0.28205128205128205,11.643278419971466,0.6389772891998291,0.9176238179206848,0.4620650757990523,0.0,0.08695652173913043,8.667706072330475,0.44371297955513,0.8778061866760254,
untie,14.452581371868542,0.9231313627146834,0.9896103410312477,14.371185473492519,0.9231313627146834,0.9896103410312477,4.448525058818012,0.05964160199009405,0.6974468271373374,2.9960073960878413,0.06382978723404255,0.42857142857142855,12.237931489944458,0.721251368522644,0.8915359973907471,0.9912955323197468,0.0,0.16279069767441862,8.626329243183136,0.4372480511665344,0.7848166823387146,
bird,14.1335132236032,0.8404204094768247,0.9784262326475335,13.882933308942917,0.8190915676679672,0.9784262326475335,4.803755571265765,0.1258213010103988,0.606413734778616,2.874748968333032,0.06382978723404255,0.3157894736842105,13.090618550777435,0.794974148273468,0.9341016411781311,0.9675750033473072,0.02040816326530612,0.21951219512195122,9.618995547294617,0.5657025575637817,0.7509245276451111,
correspondent,11.790441744632684,0.5446001291969067,0.9264759717174883,9.83215289003494,0.21051477660651918,0.9185892625154012,2.714650915044156,-0.24515412837756334,0.4413562575803911,1.0232006399165148,0.0,0.21951219512195122,10.182057499885559,0.29728496074676514,0.8928566575050354,0.7288500506585612,0.02040816326530612,0.25,6.5658890306949615,0.2747057378292084,0.6813209056854248,
connoisseur,12.806549520546692,0.7516324697084168,0.9512775109301955,12.387382116293834,0.7056995216306424,0.9376560571694929,5.776008585422193,0.156384297991771,0.6025912117895634,1.0820179482793466,0.0,0.28205128205128205,11.434381544589996,0.5705284476280212,0.9328301548957825,0.3022342399242095,0.0,0.13636363636363635,8.530489802360535,0.4403592050075531,0.774587869644165,
