word,LNC1F-SUM,LNC1F-MIN,LNC1F-MAX,LNC2F-SUM,LNC2F-MIN,LNC2F-MAX,RLNC2F-SUM,RLNC2F-MIN,RLNC2F-MAX,None
construe,14.052642626558681,0.8512838041832663,0.9879277551850756,13.770724138414314,0.7980524762755681,0.9862512419011296,7.271236752955591,0.24157925226086108,0.6597707920556339,
imbecile,12.738754218600095,0.6489335145214041,0.9712761316699839,12.65043663182884,0.6478861209513159,0.9712761316699839,6.987312865110069,0.1146604431976308,0.6374040796182471,
equity,11.461420408347697,0.4896666821378788,0.9775303087385694,10.685662440302535,0.42317136358246255,0.9613048866411449,6.471860110708655,0.1307869059626683,0.6544398474505001,
thigh,14.161258064165974,0.8443896774300386,0.9956431074448938,13.95173078472035,0.7893773205568831,0.9956431074448938,7.116030976876751,0.0955900985974818,0.6953808342080898,
celery,14.584966590443146,0.9247589715778847,0.989076204351375,14.229248909437219,0.8643966429182958,0.989076204351375,8.118988543883802,0.23182020004577297,0.7869420653836903,
hurt,13.920494245371813,0.8506657792125525,0.9772019489853356,13.455269618278438,0.7968425583261722,0.9687346540493837,6.049974899264493,0.18818892897344142,0.6105745258697892,
opposition,13.762566144871842,0.835949098923475,0.9763654094708129,12.797405815346686,0.7238474581061636,0.9585406860913349,6.99213468801218,0.05918859034058033,0.6775231789456866,
ensemble,11.469390994630734,0.46782461559232624,0.9672087945524237,11.159799451704774,0.47587589462910707,0.9672087945524237,6.6048246070335805,0.2860359259073728,0.6810742768080118,
competitor,13.043379289129094,0.8011686038457099,0.9759789225949783,11.728942543198006,0.5979194599399941,0.9759789225949783,5.376421017236277,0.17000253460708992,0.6602148799179861,
compel,13.593955062498523,0.7682088421705248,0.9865369330271865,13.473856481689323,0.7291332010618145,0.9865369330271865,5.724342623003603,0.009889229010610956,0.7451408804569308,
union,12.560554409091589,0.717756215637595,0.9579828528661741,10.620676596737358,0.46633271458206116,0.92474396900665,5.8974171599484135,0.007339122513348895,0.6611187212434146,
gunpowder,13.727989304003334,0.8539731381611422,0.9614481768933232,13.237649672634472,0.8027528936077805,0.9614481768933232,7.215193049285341,0.2012806700079438,0.6986152866916931,
dimple,13.509349202858107,0.8308754481791452,0.9808002571147925,13.168590998687279,0.7713107204461193,0.9808002571147925,7.6366777709629865,0.27293870790428554,0.7411394937617398,
unconscious,13.130706734409564,0.7586923312226289,0.96122767313515,12.66705127299615,0.6785742722940626,0.9569213436508281,4.867027466226716,-0.11413741731361515,0.602173347142788,
lifeless,13.65296707674572,0.8305925486850759,0.9807821446348276,13.492964360433655,0.8076571085166077,0.9807821446348276,6.656667375648007,0.269130453384258,0.6638826540605854,
mahogany,14.164128044105652,0.8690455919812261,0.9800789901793263,13.603488981241522,0.7900549682629974,0.978631508280611,7.230568862557922,0.18724317625900133,0.6849590748577801,
deem,14.089516897554267,0.8856408669223625,0.9857651904267097,14.037524145049266,0.8671036932021193,0.9857651904267097,6.891211063682248,0.1033000943115745,0.7616524372952902,
start,12.136598429236793,0.6407925282471688,0.9194849337520457,11.232016642806977,0.592866902006508,0.8955280449431633,5.473903424738354,0.05264049727968756,0.6631819891961798,
pack,13.771470563682389,0.8160114788110386,0.9886952500626097,13.233736155988856,0.7467649223712677,0.9886952500626097,7.501383175923244,0.14489184397845,0.6635359889014483,
dizziness,14.453171147416171,0.9142682534342937,0.9898767543519724,14.237389353407043,0.9027138538145909,0.9898767543519724,5.851889860166471,0.1451772596722276,0.6360560768702107,
villa,13.509637936561415,0.8532020602045797,0.9638864276669907,12.86194322995184,0.7780393928162473,0.9474038566773458,7.675716780053576,0.250277622723424,0.7353731925088444,
reiterate,13.341450776305491,0.7287555826621825,0.9725505893117385,13.127236406568896,0.6916041993935476,0.9725505893117385,6.295606193836906,0.20252835003491831,0.6391207346572154,
tight,14.270179508181137,0.9127539741911406,0.9916695179881004,13.986856699882875,0.8794626297514532,0.9916695179881004,6.788010884889772,0.2001067399938623,0.6374947461941809,
kiss,13.99277298883749,0.8639734999998163,0.9952724209404837,13.65455182471144,0.826086912536089,0.9860503368314776,6.876576491603302,0.10103300791696534,0.7143675017339114,
wrong,13.16502530131,0.6567560662703581,0.9911241173001937,13.001326756566622,0.6274026018195598,0.9911241173001937,5.197359771021862,0.020198634842762297,0.6213785640050887,
composition,13.160577600332507,0.71699768556005,0.9448729935568582,11.98860538724393,0.5947158116388823,0.9339892930695507,7.002560905624376,0.12856014087775924,0.6429374613906524,
beguile,13.181614428751741,0.6638808413386699,0.9731850621641767,13.108060303459196,0.6594945559860703,0.9731850621641767,5.352009285676638,0.06246048173186658,0.627634684106456,
cloud,14.322523333438717,0.8949865694131451,0.9954065246505499,14.055087602898704,0.8213199697493189,0.9954065246505499,6.59130276530749,0.21246662406136285,0.623098463156713,
good,12.966659868013437,0.7836054024699143,0.9567942428647933,12.218003502419528,0.7151008175268729,0.9199781653556888,5.510071082470765,0.11773687164544533,0.5468597051719392,
flow,13.770731751196719,0.7928742201286986,0.9835044853009214,13.217031326707747,0.7641384573820592,0.9705963648466245,6.554356014843927,0.24640237491274886,0.7151139068247446,
thrifty,12.704892508992057,0.7148308383014452,0.9628151075395389,12.407238508610783,0.6724173902430822,0.9628151075395389,4.446279956252881,0.13549417719786283,0.5632316687885727,
copy,14.08055086644171,0.8598052080782106,0.9765845801954081,13.209431756534482,0.7186022547382207,0.976584580195408,6.288483920171866,0.10748085538586849,0.6144627795998973,
bushel,13.817453058211461,0.8855705286729444,0.9610624694237292,12.966244648269349,0.7433348803922434,0.9610624694237292,6.8722329527582415,0.18301419237769023,0.6892060269449141,
lark,12.801797427709877,0.7089592749039553,0.9853851641422903,12.555963325267127,0.6745305013535933,0.9853851641422903,6.678320848801756,0.21497993730195042,0.6625653051981344,
vengeful,14.137617892993706,0.8523292326603384,0.9924306713288514,14.102292371202111,0.8440237812902457,0.9924306713288514,6.82357749390297,0.3669005662453143,0.6343772512135967,
attribute,14.023872161450887,0.8510950892931497,0.9791419408957708,13.766698154231129,0.8014328313138009,0.9791419408957708,7.941780100246314,0.021816379250027662,0.772057972424592,
atrocious,13.859629846522926,0.8026128405000228,0.9930578819336319,13.713777893600325,0.8026128405000228,0.991834065519361,7.660432140330973,0.2596784369413253,0.6466508276005748,
doorway,14.22780103919421,0.8430979085945383,0.9884677000948784,13.868906197120143,0.7683209453122922,0.9884677000948784,6.052324834802741,-0.0377103731170505,0.6624375470270618,
conclusive,14.346185021373,0.8917283138741163,0.9880319883836888,14.07342657618113,0.8225120389939864,0.9880319883836888,6.925043667704522,0.16328718037721057,0.6667912542574577,
ruffle,14.35421381923513,0.885102587969831,0.9869478766412058,14.011714924834273,0.8518001219916327,0.9869478766412058,6.910832186686649,0.16598889809569506,0.6191796297630225,
degree,13.02387241321189,0.6927055001115204,0.9780876054288793,12.205967312013707,0.5988996510974323,0.9665991638877665,6.659472495889604,0.11237850044570274,0.6154006746992451,
doom,13.319013069105392,0.7557177151724891,0.9753534035594951,12.988984495645509,0.7021502453102504,0.9753534035594951,4.910114309931313,-0.0997834852768873,0.6394960753601708,
confinement,13.133109052535172,0.767189819571693,0.9448318043892899,12.664174492648828,0.7198765351570857,0.9448318043892899,3.4679658195301792,0.030450140881608245,0.5570769661064352,
farewell,12.429530847028174,0.6746640316201343,0.9422114905376274,11.47286629726614,0.6082992312674611,0.9194181231400493,6.116291663194396,0.22994861921031173,0.681427317417744,
formal,13.758133652133466,0.8011639738489841,0.9803287652991726,13.38656183255901,0.7134817976534642,0.9803287652991726,7.221662122853361,0.2449306039985173,0.6414950163279465,
symmetrical,14.080728450445273,0.8886894229834591,0.9713057991082952,13.70644921169261,0.8356927249228884,0.9713057991082952,7.564859486421607,0.2977684368741156,0.7706602475949501,
