word,LNC1-SUM,LNC1-MIN,LNC1-MAX,LNC2-SUM,LNC2-MIN,LNC2-MAX,RandLNC2-SUM,RandLNC2-MIN,RandLNC2-MAX,JAC-SUM,JAC-MIN,JAC-MAX,C-SUM,C-MIN,C-MAX,RandJAC-SUM,RandJAC-MIN,RandJAC-MAX,RandC-SUM,RandC-MIN,RandC-MAX,None
impurity,13.59407399989683,0.7540692054038621,0.9816173019994664,13.088801670573778,0.6729140044687052,0.9715190811658021,7.994975562531384,0.37274283802831565,0.7131431839988194,1.1190660451100518,0.0,0.19047619047619047,10.56961852312088,0.5504655241966248,0.8421041965484619,0.27522675736961455,0.0,0.1111111111111111,8.997741132974625,0.3868243098258972,0.789779007434845,
nymph,13.105266388699402,0.7106290715871236,0.9802423620614716,12.803393204726596,0.6448308966173965,0.9744410395296106,7.7715397474228265,0.3572085558591487,0.5956948511047034,1.7877004297850265,0.0,0.28205128205128205,10.66842046380043,0.482831209897995,0.8887595534324646,0.4251627262067331,0.0,0.1111111111111111,6.929781258106232,0.2838895320892334,0.5984458923339844,
scholar,13.93677910635666,0.8455661796545386,0.9873576009573161,13.430229579935595,0.7315968075539695,0.9873576009573161,6.605709890339054,0.22248866315320426,0.604941389426761,2.873827466054186,0.02040816326530612,0.5151515151515151,11.729669690132141,0.5865450501441956,0.9160308241844177,0.9433144000178492,0.02040816326530612,0.19047619047619047,7.770328313112259,0.3540211617946625,0.7249093055725098,
condition,13.80025736852555,0.7578524845047893,0.9849064759034023,13.271594737473773,0.6389283843025486,0.9849064759034023,7.201815932086214,0.24700842209773488,0.6858516139864902,2.4265205467759654,0.041666666666666664,0.42857142857142855,12.519638478755951,0.7027059197425842,0.926357626914978,0.8276570572724928,0.0,0.42857142857142855,5.349425621330738,0.06586296111345291,0.6514473557472229,
democracy,14.028849175638294,0.8455202053392654,0.9794051333670737,12.951424859750944,0.687162808722011,0.9762762240509218,7.082847607872099,0.20353103638851733,0.7097830076152221,2.4224391911605436,0.02040816326530612,0.3157894736842105,11.785919487476349,0.6698287129402161,0.8993339538574219,0.723977179524292,0.0,0.19047619047619047,10.220938950777054,0.47292283177375793,0.8974705934524536,
trophy,11.891394949203596,0.6307011337889564,0.9599808612704361,11.04303018693247,0.5467983396657947,0.9599808612704361,6.45178728405098,0.1629618919007032,0.6481503050069412,0.9071380325179719,0.0,0.19047619047619047,10.536074459552765,0.4956221580505371,0.8852922320365906,0.4228951525105879,0.0,0.19047619047619047,5.342795178294182,0.13983121514320374,0.5677685737609863,
authentic,12.797570797744832,0.588551560165839,0.982241106631969,12.48187786348523,0.5528190043952352,0.9777764378257956,6.031003694096489,0.10013745097367321,0.7075595458238715,1.3747435234899255,0.0,0.25,9.609819084405899,0.35789257287979126,0.8723589777946472,0.2315143448683821,0.0,0.08695652173913043,5.781145196408033,0.05193005129694939,0.6097418069839478,
bracelet,14.417276705613457,0.9365879348216533,0.9852533006564582,14.053305972882862,0.8634091404972545,0.9852533006564582,8.632373043470645,0.3385342755905484,0.7240830973407751,4.614131690157704,0.1111111111111111,0.5625,13.10790205001831,0.8236927390098572,0.9192818999290466,2.9736015279918626,0.08695652173913043,0.3157894736842105,10.052425980567932,0.47731056809425354,0.9086604118347168,
assail,13.049967400332525,0.7638627146389296,0.9819768015267442,12.916827446785128,0.7234242850469347,0.9819768015267442,6.303977706245406,0.2650986966614095,0.65307367877535,1.126153497205836,0.0,0.25,10.316907167434692,0.4790765047073364,0.8516412377357483,0.5033114110476495,0.0,0.16279069767441862,5.762171730399132,0.15998105704784393,0.6802096366882324,
complex,13.922768370023794,0.8629323740731459,0.9809956406413237,13.28266569600947,0.7612610582209138,0.97199798147373,6.332651378989435,0.08866444807647411,0.7794430747759712,1.804326699100057,0.06382978723404255,0.28205128205128205,11.136327028274536,0.6090323328971863,0.849942147731781,0.39648033126293997,0.0,0.08695652173913043,7.877021014690399,0.3876911401748657,0.6668652892112732,
