word,LNC1F-SUM,LNC1F-MIN,LNC1F-MAX,LNC2F-SUM,LNC2F-MIN,LNC2F-MAX,RLNC2F-SUM,RLNC2F-MIN,RLNC2F-MAX,None
diminutive,13.224891862115404,0.7586490648265025,0.9526571487162435,13.036575330347778,0.7029748612001071,0.9526571487162435,3.8138273127158913,0.0751923931635472,0.5239685518586108,
malice,14.147062037082893,0.8414112176132282,0.988899716374934,14.10871838266253,0.8265432429164501,0.988899716374934,3.2899407195716055,0.02055410270236957,0.4881453007778077,
neutral,10.395475831422496,0.3250463535683643,0.9248687477238853,9.616091617387356,0.27796220495924884,0.8940968587358686,3.83269544038016,-0.13029941017581437,0.47057484004337713,
chowder,11.51699915411907,0.36166911823363035,0.9634836250010733,11.384759700354254,0.38257198512260815,0.9535700724526521,4.545862506433212,0.013464284222957756,0.521026828317661,
hymn,14.00356886762811,0.8905361648883934,0.9762115815021147,13.726089169075234,0.8482302101868084,0.9762115815021147,4.978692495150273,0.15810816031993558,0.534311326674661,
craft,12.360208718452364,0.5503455810927989,0.9706744308625536,11.810313948548705,0.5106481542329259,0.9706744308625536,3.562661881324812,-0.08051267362718728,0.5164494852974383,
incongruous,11.959766987338725,0.3809695355449587,0.9654048451888866,11.965503063163322,0.3894762687944021,0.9654048451888866,3.7738368257470456,0.07017076672347322,0.45386926581970277,
reduce,13.61247687425336,0.7764120787799201,0.987298443240164,13.301220880985396,0.7225876790054288,0.987298443240164,5.5062793349143355,0.028318863447082454,0.6211198070488668,
grapple,13.729083247807825,0.8148668610408735,0.979949826684361,13.458680130842367,0.7647259169413927,0.979949826684361,4.0460957390834755,0.02726801905237697,0.4643898748747466,
frequency,12.021574933805763,0.6085857403651389,0.9694608002745819,10.655581472472827,0.40297251329621775,0.9694608002745819,3.5455269031544345,-0.05225536230216932,0.48552338889156466,
ravish,13.371665018633994,0.7117315515373928,0.9776768605181426,13.359751194581227,0.7116752982564674,0.9776768605181426,4.385551110446075,0.009875695295315512,0.5037469850888827,
meditation,12.266272258478438,0.6406689080605142,0.9679021221948092,11.579127110355806,0.5146204954436551,0.961329858290906,3.5256951359085535,-0.008915059147846183,0.3762773562091931,
racket,11.507848286971877,0.3981238213509142,0.9600447203455228,11.305018684443278,0.429221444311235,0.9600447203455228,4.138819925923371,0.05084956364841975,0.4921005812979884,
legislative,13.973383408120576,0.8597347462076071,0.9751362958236295,13.609071412029794,0.7969034677663274,0.9751362958236295,4.443505266780188,0.04707392915063191,0.45859642645123666,
muscle,13.15431455472867,0.7467641500565824,0.9604259796930741,12.37130849820699,0.6502134781254317,0.9306659114493271,4.878169592754884,0.03222268495784253,0.5813127454600924,
mumble,13.31737700485468,0.7983999435915765,0.9780263408493125,13.225619590828106,0.7881052183607208,0.9780263408493125,4.191000151192068,-0.0406055312370488,0.508645758890534,
hostess,13.418596699435918,0.7398110339283205,0.9824780142357743,13.241350789597067,0.7127048896937923,0.9824780142357743,4.2822964651321085,-0.03655481896395818,0.5102718944128026,
downfall,13.26863723820022,0.790799523290671,0.9645914028424499,12.947490846210288,0.7680490607955855,0.9466920122088751,4.68491988044137,-0.0026601149211160635,0.5664160814529677,
mildew,12.711913791210854,0.6986485882834936,0.9527784584519581,12.43430757758882,0.6729615333698593,0.9527784584519581,4.436580448689037,0.09772652243806412,0.5764477525936069,
appreciation,13.54067538995207,0.7491368647201837,0.982164641446073,13.246556485093015,0.6384848266214717,0.982164641446073,3.8463935034458774,-0.1273425821479599,0.5694165926759295,
realization,13.122028376066675,0.7489963936128142,0.9770251178458007,12.76647187058664,0.7106126966870601,0.9770251178458006,4.230475012684482,0.017162146742723983,0.6948794892033906,
excel,12.89678115197242,0.6304737394552684,0.9694171197578072,12.619372113212156,0.5405008173061971,0.9694171197578072,5.121510024919344,-0.03195278543702518,0.6330806776943666,
minute,13.236790782878808,0.754876914568007,0.9599423613592137,11.711863492330142,0.5614062482868618,0.9457100450820235,5.822235557422574,0.23425253427363235,0.519445828860365,
quote,13.827953144632874,0.8413767843643367,0.9814810488678696,13.718820927289624,0.8007824041051406,0.9814810488678696,6.250836185639653,0.1894943573285286,0.606258042125678,
stranger,13.304225085858091,0.7478754597311116,0.9774847760376344,12.914179830330333,0.6446329349953219,0.9642878888610575,4.048605270693139,0.04054109190685318,0.5372895266063873,
censorship,10.832053774356964,0.4251442768950826,0.9144795653365654,10.184367184971157,0.29696145974032584,0.9005335109916563,4.475435017999561,0.0027731817059553077,0.5088604688332148,
celibacy,13.41672918805347,0.7528008212414654,0.9625953087723327,13.108015796775835,0.7062884750867695,0.9625953087723327,4.004766032108978,-0.15884143692107555,0.46598740110681747,
fraud,13.923208444689191,0.8438624925642352,0.9910207466600713,13.529900668280394,0.7686807168208614,0.9910207466600713,3.946909500222863,-0.10071833362580573,0.5138937086595836,
martyr,14.006053714517218,0.8362616732963155,0.9888027716204527,13.783597305329678,0.8257711859537373,0.9776485845205295,4.91767819423329,0.04326184798149657,0.5324204306933381,
acquisition,11.010928681931162,0.45207464297585576,0.9665264109480873,9.72357649306516,0.28858636769147417,0.9665264109480873,3.3706098054664104,-0.12989345673976205,0.4430297912346042,
mercy,14.357016285651943,0.9001337284148269,0.9874909343593011,14.289479932598622,0.8880327224388341,0.9874909343593011,1.9357189650118782,-0.128489706704904,0.35315348748882736,
abolitionist,13.220353732866577,0.7111963420407432,0.966232491328166,12.56924945912043,0.6436802344247666,0.9520735441891909,3.194993475613806,-0.0915878301032349,0.597864479683807,
adequate,14.070674998079095,0.8530521559916181,0.9911983300430715,13.809366856962212,0.7589959339723037,0.9911983300430715,5.571338744141584,0.12513439438329665,0.717101972057828,
tariff,12.526496978517383,0.7349420584663435,0.9151351987680078,10.706789127515997,0.5502482820216389,0.8500769064614685,3.916334181233935,-0.0067161771111250435,0.6432373885146463,
