word,LNC1-SUM,LNC1-MIN,LNC1-MAX,LNC2-SUM,LNC2-MIN,LNC2-MAX,RandLNC2-SUM,RandLNC2-MIN,RandLNC2-MAX,JAC-SUM,JAC-MIN,JAC-MAX,C-SUM,C-MIN,C-MAX,RandJAC-SUM,RandJAC-MIN,RandJAC-MAX,RandC-SUM,RandC-MIN,RandC-MAX,None
funny,13.415678352037025,0.7714311041582876,0.9577673602387299,13.034615324696132,0.718736762627823,0.9577673602387299,4.98794860743209,-0.05626445449716,0.608192476776478,1.985210156773485,0.02040816326530612,0.3157894736842105,11.852766513824463,0.5661185383796692,0.9548555612564087,0.7712438197604048,0.02040816326530612,0.1111111111111111,8.278617054224014,0.3076280653476715,0.6901910305023193,
inferiority,13.784206234154782,0.78574367239039,0.9821547674545015,13.289846685034878,0.7411935539375506,0.9821547674545015,6.749774807886849,0.14195155894859657,0.7021365666009618,0.8526804128429606,0.0,0.19047619047619047,11.583818078041077,0.648472011089325,0.9334665536880493,0.24835359675785204,0.0,0.06382978723404255,8.712928831577301,0.3689427375793457,0.73861163854599,
favorite,12.150760979045186,0.6385387522225456,0.9198015549080686,11.723365987223888,0.5740809277457447,0.913154563233125,6.767811704121522,0.09680353749003545,0.6649167345242268,0.7664795026860574,0.02040816326530612,0.1111111111111111,11.982790112495422,0.5807773470878601,0.9511007070541382,0.0,0.0,0.0,6.654555857181549,0.22231462597846985,0.5827697515487671,
furnish,13.40020986271415,0.6838441985739498,0.9940674507319199,13.136784373770583,0.6056523250643121,0.9940674507319199,5.858421521026188,0.22005630108605723,0.757259633239338,3.0664440981589665,0.0,0.5625,11.716807425022125,0.6054324507713318,0.9517078399658203,0.7532098283221583,0.0,0.35135135135135137,5.017166376113892,0.05475729703903198,0.798659086227417,
liberation,11.793906665960689,0.5219201101373355,0.9648446848065375,10.567463089203677,0.4297877716870737,0.9406608559791121,6.042497225808572,0.07434454337087215,0.6455965306521371,0.6149066294057858,0.0,0.16279069767441862,9.472305804491043,0.39726343750953674,0.8334395885467529,0.21799628942486085,0.0,0.13636363636363635,7.083408012986183,0.06529419124126434,0.7215278744697571,
controversy,13.741493826559251,0.825589485802594,0.9798463410960723,13.143122139942891,0.7490179045126785,0.9756505906403733,5.898953737723111,0.07472868903668883,0.6367555148492846,2.297995884787822,0.02040816326530612,0.3157894736842105,12.14699524641037,0.7021389007568359,0.9227074384689331,0.20923795049934865,0.0,0.06382978723404255,8.40738445520401,0.26528018712997437,0.7540326118469238,
untie,14.568016348071964,0.922849033527047,0.9932104291057346,14.348290844675612,0.9114479566716892,0.9932104291057346,6.79783688594896,0.22106684985809344,0.6429084357446453,3.0824070178456635,0.06382978723404255,0.47058823529411764,12.816637337207794,0.7714704871177673,0.9302002191543579,0.9240101075115259,0.02040816326530612,0.16279069767441862,9.702657699584961,0.5094274282455444,0.8025902509689331,
bird,14.289148772390096,0.8838294928585496,0.9955952664533465,14.144399848672515,0.866209744461022,0.9955952664533465,7.462196538032626,0.25271118653004665,0.7977654615314861,2.838838018011836,0.06382978723404255,0.35135135135135137,13.1990447640419,0.8042262196540833,0.941720724105835,1.6169607182181671,0.041666666666666664,0.19047619047619047,11.117691040039062,0.5786879062652588,0.8520791530609131,
correspondent,12.75902985028462,0.7230337082781768,0.9633654672900888,10.773787305065394,0.45006640577298485,0.94265481627116,6.335721178636883,0.1663452347254868,0.6774284343857145,1.3365194315657005,0.0,0.35135135135135137,10.567028224468231,0.3622714877128601,0.9153457880020142,0.37425821392386754,0.0,0.06382978723404255,8.898736894130707,0.33754366636276245,0.8782753348350525,
connoisseur,13.280605958008083,0.7392366158085544,0.9461118119255213,12.80210104281963,0.7161474276548658,0.9335556310230068,6.85815836065399,0.2402303402871948,0.6866729487836859,0.973314973260806,0.0,0.16279069767441862,11.794328212738037,0.5512450933456421,0.9177523851394653,0.10289115646258502,0.0,0.041666666666666664,7.084620222449303,0.17619194090366364,0.7020516991615295,
obviously,12.965245454938794,0.5557625539941886,0.9776668904881659,12.859114537441977,0.5500705387257485,0.9776668904881659,5.528682915911851,-0.07895111404880595,0.6852133720481431,1.237525781907983,0.02040816326530612,0.19047619047619047,9.90982848405838,0.39773234724998474,0.8868052363395691,0.4048863447818152,0.0,0.21951219512195122,7.831076145172119,0.20409387350082397,0.713494598865509,
standard,13.452056758573297,0.7942246455968628,0.9622818298707715,12.658429232908569,0.6500787046751795,0.9451721109273233,5.82859020219985,0.2059034300910716,0.6445355511121607,1.4802061935364894,0.02040816326530612,0.28205128205128205,11.339793622493744,0.5547911524772644,0.944482147693634,0.270462440295267,0.0,0.06382978723404255,7.531842231750488,0.23245418071746826,0.7290382981300354,
faithful,13.514905880365237,0.7682173713757646,0.9641978343101539,13.23106263914524,0.7448818766042303,0.9468924152544186,5.507073741531498,0.03890741046607937,0.6575400888230879,2.0655644780672837,0.02040816326530612,0.3157894736842105,10.934028446674347,0.47885745763778687,0.9295421242713928,1.3741113653185961,0.0,0.25,7.441309601068497,0.2753922641277313,0.784281313419342,
enthusiast,10.671974073931494,0.3451202990828002,0.9595099216560431,10.345576497049212,0.34760236157214885,0.9595099216560431,5.418279969042962,0.1136133536792806,0.6981237630184738,0.5622634289047663,0.0,0.13636363636363635,8.802876889705658,0.2943560481071472,0.887201189994812,0.0824829931972789,0.0,0.041666666666666664,5.0527467504143715,0.10563064366579056,0.7030596733093262,
characterize,13.742255601884779,0.7896311790129995,0.9855393885261822,13.373801128049186,0.7264874465780798,0.9855393885261822,7.600737545495002,0.2968287143671766,0.6693335561738409,1.7312871102966407,0.041666666666666664,0.28205128205128205,12.552409708499908,0.6811744570732117,0.9384043216705322,0.3176205264714581,0.0,0.08695652173913043,6.967514127492905,0.2602156102657318,0.7158805727958679,
aghast,13.362810613835983,0.6861492626564405,0.9819244913395518,13.115578028392136,0.644216728730627,0.9819244913395518,5.952469170725933,0.12728939467957512,0.6694413851334574,1.446019960519117,0.02040816326530612,0.28205128205128205,10.611840784549713,0.4536033868789673,0.8602725267410278,0.713803764017206,0.0,0.16279069767441862,9.174553155899048,0.3080995976924896,0.8596405386924744,
deliberation,13.715977962105661,0.8309555721925886,0.9873159919854803,13.442989035362974,0.7834141868278979,0.9796503711252174,5.120514752449559,0.05731918469736741,0.6015211512569767,2.4460728535169647,0.02040816326530612,0.35135135135135137,12.184747576713562,0.7016009092330933,0.9293868541717529,0.361165388141072,0.0,0.1111111111111111,7.130465388298035,0.15530607104301453,0.8338568806648254,
undisputed,12.243471877112793,0.6046095871151865,0.9641150345898047,11.8054309798339,0.5825820445318529,0.9635691141587133,7.747941422478104,0.3445887016392466,0.621830299366742,1.1974907606650007,0.0,0.3157894736842105,10.778377711772919,0.5929966568946838,0.8584619760513306,0.3203490616104598,0.0,0.1111111111111111,6.8426200449466705,0.22428902983665466,0.7348792552947998,
peril,14.049127074106018,0.8379121920510999,0.981281238530236,13.960112686428399,0.8316734875246604,0.981281238530236,5.383962841318123,-0.12071579512825625,0.6001480029940726,3.1443171073687854,0.08695652173913043,0.47058823529411764,11.626546442508698,0.5444058179855347,0.9140111207962036,0.9460389061360692,0.02040816326530612,0.16279069767441862,8.50440987944603,0.3689790964126587,0.8946281671524048,
solicit,13.26996142561404,0.76786335250982,0.984003717329035,12.594331230848745,0.6962861758118921,0.984003717329035,6.463237931748129,0.19376083566473612,0.6493679351735656,1.4063101870574413,0.02040816326530612,0.3157894736842105,11.250342786312103,0.5759568214416504,0.9021082520484924,0.3556640047323278,0.0,0.08695652173913043,6.9499718844890594,0.24010977149009705,0.9087008833885193,
magnitude,12.560983887166707,0.5725351422179568,0.9900182587371642,11.324280915685016,0.47280762830574274,0.9900182587371642,6.5463117717371455,0.21550486401566382,0.6814852013520648,1.0720468607265257,0.0,0.28205128205128205,10.981875628232956,0.4599304497241974,0.9277295470237732,0.3554421768707483,0.0,0.19047619047619047,5.996282279491425,-0.04485992342233658,0.7300370335578918,
leader,13.898677701665138,0.8512805032884057,0.9862414785451031,12.875063646393347,0.7289241636483691,0.9862414785451031,5.518623289995493,-0.08149044077191236,0.5579727723076603,2.2890139951391233,0.041666666666666664,0.3157894736842105,12.560571253299713,0.6658717393875122,0.9143233895301819,0.9287079074927781,0.0,0.19047619047619047,7.289136558771133,0.1628040075302124,0.7341271042823792,
