word,LNC1F-SUM,LNC1F-MIN,LNC1F-MAX,LNC2F-SUM,LNC2F-MIN,LNC2F-MAX,RLNC2F-SUM,RLNC2F-MIN,RLNC2F-MAX,None
diminutive,13.075612626868779,0.7516976641350475,0.9546392232229369,12.832109052755259,0.7241006081673629,0.9546392232229369,5.146318925818681,0.1478945141965443,0.5311968170651253,
malice,14.198684473935584,0.8862823057380335,0.9835979206058764,14.088445625281395,0.8582631331422806,0.9835979206058764,5.493402887619376,-0.05184773626259531,0.7578392242951144,
neutral,10.360278853748651,0.3216843902327564,0.9450089314828027,9.43529085624828,0.2695814171565828,0.901502531489602,3.404872770465893,0.006619382508332161,0.5203871289355394,
chowder,12.020765901618756,0.4302617985785362,0.9577361145585982,11.764687371082077,0.42082586009986556,0.9412281779239514,3.6998939786991474,-0.043203396294377194,0.546283126715615,
hymn,14.12123242248252,0.902184106652016,0.9697873607101186,13.67306048765147,0.8392581006259058,0.9643912570269696,4.492067802303019,-0.006560443624331613,0.6493837147184369,
craft,12.060846040733521,0.5034417081673308,0.9633809463599751,11.23336146490568,0.47494828653651144,0.9560777947743886,4.108333585054507,-0.009538732334357869,0.5736266916593017,
incongruous,11.898190082857253,0.43535724570394485,0.9649294172094481,11.848158326823405,0.43295918526399557,0.9603394265549428,3.0881484001194854,-0.07104747295057678,0.4519374166953717,
reduce,13.622106186048681,0.7857631751420749,0.9849985541265268,13.125742607583803,0.7094967884823661,0.9739187206479403,5.654684715459635,0.14147170182425528,0.5732308472958177,
grapple,13.20727063260048,0.7627468829206702,0.9687833665163644,13.134760131573705,0.7533376703755164,0.9687833665163644,3.4261649239712457,-0.16027977088232825,0.6762544575628299,
frequency,11.571326163837691,0.4072354205278489,0.9628942925106116,10.132876016325657,0.27421052476618546,0.9485230851003867,4.900038307200864,0.05724935445073287,0.6020102618473634,
ravish,12.860211202424944,0.6964122003924036,0.9564355470202693,12.753499140320688,0.6928279294602514,0.9564355470202696,4.9329278376618335,0.19397516392836311,0.541200562657978,
meditation,12.1743011614533,0.6379222296534303,0.9769630900721324,11.189147756971781,0.4919607927132419,0.9479205700377589,3.4810461021628427,-0.2037068616667701,0.5009283533736915,
racket,11.472763477600893,0.4834494877339516,0.9323318220230568,11.208443157478488,0.4796421173309937,0.9274742189359984,3.957561112995421,-0.024964000295472744,0.4842389389652003,
legislative,13.883632266767622,0.8749560508407277,0.9648792787420722,13.118269754257263,0.798142027676506,0.9482522553410765,4.012208047528565,-0.037510845656127945,0.5848431157786799,
muscle,13.430111752693922,0.7690410774280995,0.9703689773217892,12.707778465553853,0.6797788319299259,0.9474646429962489,3.800490243768288,0.03375610689614039,0.4491723112587185,
mumble,13.187620544593639,0.7594949590751077,0.9785895536528922,13.103638320837591,0.7569713021941973,0.9727286904201919,4.955557957083813,0.11526365070023425,0.6290059700777292,
hostess,13.08355392820896,0.775311398328168,0.9592255212415114,12.519378233014622,0.685950943707373,0.9196083976302559,4.677633442852511,0.03867625404235053,0.637485088230204,
downfall,12.622375778363892,0.6226305469801591,0.941452123776524,12.343122120543299,0.5937907281261847,0.941452123776524,4.435925848864077,-0.10558115653731548,0.5352763315995281,
