word,LNC1-SUM,LNC1-MIN,LNC1-MAX,LNC2-SUM,LNC2-MIN,LNC2-MAX,RandLNC2-SUM,RandLNC2-MIN,RandLNC2-MAX,JAC-SUM,JAC-MIN,JAC-MAX,C-SUM,C-MIN,C-MAX,RandJAC-SUM,RandJAC-MIN,RandJAC-MAX,RandC-SUM,RandC-MIN,RandC-MAX,None
loon,12.234699311534984,0.5587555638552503,0.9328886461089289,12.100135443072048,0.5869174380739371,0.9290410282682202,3.9840299502618164,0.011052245362748625,0.44573641870077985,0.9311547005481193,0.0,0.25,8.094400316476822,0.25714975595474243,0.7394827604293823,0.21799628942486082,0.0,0.13636363636363635,5.689349509775639,0.10483091324567795,0.6821034550666809,
commemorate,14.0946453502118,0.8754663793453517,0.9873756917063408,13.894012083194676,0.8370544617648463,0.9873756917063408,4.594255237376393,-0.05573081012627901,0.6607723570858858,4.440335865239589,0.1111111111111111,0.5151515151515151,11.564793765544891,0.6711188554763794,0.8767059445381165,1.8010078815008266,0.02040816326530612,0.42857142857142855,6.872284710407257,0.33936119079589844,0.5828543305397034,
tint,14.290279090817709,0.8865145303923724,0.9906920318154356,13.942861980134074,0.7944579027187454,0.9906920318154356,4.566652885919675,0.04205699537080054,0.6205957383589387,2.682945560798754,0.06382978723404255,0.42857142857142855,11.808671295642853,0.6372741460800171,0.9048693776130676,0.9943591691219857,0.02040816326530612,0.16279069767441862,7.415273666381836,0.26224809885025024,0.6877878904342651,
hearing,11.27418167763013,0.4048678173818201,0.9411634666407299,10.53951261190619,0.29468536810340407,0.9082080328879577,2.7078588372385752,-0.065845929454585,0.4634186465107677,1.3598737969199248,0.0,0.25,9.537237346172333,0.3554925322532654,0.8287326097488403,0.32136695257813275,0.0,0.1111111111111111,4.664569324464537,0.0006656466284766793,0.694252073764801,
grunt,13.821995253889888,0.813004738887418,0.9895130482643614,13.775419853331863,0.813004738887418,0.9895130482643614,3.5688585018255687,0.08133286971942244,0.40301775236797477,1.932265512758458,0.02040816326530612,0.28205128205128205,10.391466289758682,0.4892447888851166,0.8572202920913696,0.7421526427407225,0.0,0.08695652173913043,8.747674256563187,0.4830169379711151,0.8001058101654053,
perversion,13.019118761546597,0.6303850552583796,0.9916831924484215,12.671825883674058,0.5789153625000221,0.9863034928548485,4.438742793096851,-0.03920922441925323,0.5837758511456894,1.6058499667643944,0.02040816326530612,0.3157894736842105,9.971325546503067,0.39945685863494873,0.8593303561210632,0.5058907621019423,0.02040816326530612,0.1111111111111111,6.2374487221241,0.21660912036895752,0.6954984068870544,
profile,11.537545708176166,0.2550155300018049,0.9767886815048537,11.191808290577201,0.2691389904383362,0.9657572494954727,3.9205876948322915,-0.03968814337991455,0.7059948612424283,1.5123031645192193,0.0,0.47058823529411764,9.05089944601059,0.21662220358848572,0.847652792930603,0.7689598577949465,0.0,0.16279069767441862,6.9653000831604,0.2889607548713684,0.6694046854972839,
carpet,14.109298597416677,0.8929062539443083,0.9826114923050568,13.831270398086591,0.8595146773629012,0.9826114923050568,3.291422981402321,-0.0203152158621549,0.4226119490043747,3.1739901141318887,0.08695652173913043,0.47058823529411764,11.911655128002167,0.7092428207397461,0.88194739818573,1.602490886057689,0.02040816326530612,0.28205128205128205,8.80011922121048,0.4085596799850464,0.8056591749191284,
porch,13.765758221256911,0.7981963377187992,0.9724666515600991,13.460652176495726,0.7539433358773626,0.9724666515600991,4.796100538083924,0.07070885744474775,0.5424111288310285,2.8798581190310624,0.041666666666666664,0.3888888888888889,11.310122787952423,0.5889202356338501,0.9034187197685242,1.9443071539536914,0.06382978723404255,0.19047619047619047,7.844027191400528,0.37634560465812683,0.7054048776626587,
cock,13.539210455994676,0.7375580834064497,0.9819979556663369,13.506396595509493,0.7371082612293399,0.9819979556663369,3.9778355052138856,0.0401292683549318,0.6458192008088951,1.9018896394711304,0.0,0.28205128205128205,10.087996780872345,0.4466433525085449,0.8361624479293823,0.9421621871073436,0.0,0.19047619047619047,5.942864418029785,0.20353750884532928,0.5743240714073181,
potato,14.52529353410018,0.9345903611177312,0.9894536793866643,14.311969978360507,0.9062496493118953,0.985358483284268,3.348313371271365,-0.020265505043580267,0.438050228570106,3.869982073254008,0.13636363636363635,0.35135135135135137,12.265853881835938,0.7269963026046753,0.8897655010223389,2.204768904969047,0.0,0.3888888888888889,9.579637557268143,0.4297618567943573,0.8282578587532043,
grand,12.459015848551733,0.7294103723026568,0.9756061042416284,12.076989362447156,0.6945619664265033,0.9756061042416284,5.439204343946743,0.14422275264687967,0.6697708489026948,1.431960928602942,0.02040816326530612,0.35135135135135137,10.646884083747864,0.5331854224205017,0.8631810545921326,0.0824829931972789,0.0,0.041666666666666664,4.110485099256039,0.11896563321352005,0.5287241339683533,
bridal,13.633536035362054,0.7728212941690894,0.9818811080225518,13.35579336356355,0.7085571110177239,0.9784330088278899,4.695880245546682,-0.006271899554961768,0.5845232417071541,2.8756634796985114,0.06382978723404255,0.35135135135135137,11.212560772895813,0.6422607898712158,0.8630781173706055,1.4281602254663066,0.02040816326530612,0.35135135135135137,7.6951890885829926,0.3537903130054474,0.7653550505638123,
dislodge,12.159554120366078,0.4187596683208161,0.9706349719816622,12.109009059873987,0.42142077170938874,0.9706349719816622,4.104332437715096,0.014709700213465071,0.5261552778161915,1.231003447874602,0.0,0.28205128205128205,8.568799585103989,0.2858673334121704,0.7840695381164551,0.36654353384893884,0.0,0.1111111111111111,4.51218037866056,-0.10991494357585907,0.6162795424461365,
consideration,13.900274341032093,0.8237343969136375,0.9877714687030931,13.437572713955204,0.731714516755084,0.9877714687030931,5.439695909169488,0.1524031265286777,0.5884442748527413,2.0436887263238526,0.02040816326530612,0.35135135135135137,11.693853199481964,0.6915395855903625,0.8626011610031128,0.8620924999826115,0.02040816326530612,0.3157894736842105,7.558029502630234,0.2792525291442871,0.8503516316413879,
snatch,14.246827298338717,0.8201226208940371,0.9939811710565517,14.207824321548086,0.8175870916176784,0.9939811710565517,3.5190286785320612,-0.12232467631532629,0.6196499385706565,4.137328961149474,0.06382978723404255,0.5625,11.260918617248535,0.5960055589675903,0.8453366756439209,1.7939188532508363,0.02040816326530612,0.19047619047619047,7.606005400419235,0.3150636553764343,0.6418373584747314,
favorite,12.170305812779006,0.5485715468988316,0.9779759566748286,12.06012978308765,0.5292405356468856,0.9779759566748286,4.762971450223223,0.050795867463422684,0.5554823631572805,1.2423886891430325,0.0,0.25,10.50340610742569,0.4785444736480713,0.8630074858665466,0.2927388346643005,0.0,0.08695652173913043,4.511806644499302,0.06475147604942322,0.4643242359161377,
thoroughly,12.772262000920673,0.6374636429409983,0.9682779329857868,12.157102975466465,0.49057967959855464,0.9682779329857868,3.296071444146407,-0.08017285791173623,0.39611506733311574,1.600316785515061,0.02040816326530612,0.35135135135135137,9.912714153528214,0.43029898405075073,0.8592913746833801,0.5519814593377586,0.0,0.16279069767441862,4.724845878779888,0.052777983248233795,0.5549755692481995,
oblige,13.015613018914411,0.6031973992126133,0.9752617279675704,12.557840946949499,0.5043828183418528,0.9752617279675704,3.5890236909357602,-0.11547824755578939,0.5484622945836586,1.4520898772491522,0.0,0.3888888888888889,8.70055902004242,0.24364402890205383,0.830403745174408,0.35856009070294786,0.0,0.1111111111111111,4.534884639084339,0.09813535958528519,0.8136754631996155,
