word,LNC1F-SUM,LNC1F-MIN,LNC1F-MAX,LNC2F-SUM,LNC2F-MIN,LNC2F-MAX,RLNC2F-SUM,RLNC2F-MIN,RLNC2F-MAX,None
conversion,13.103172469612451,0.6934727936795992,0.9754459493537438,12.695793865521601,0.6537832455752899,0.9754459493537438,8.2336379056405,0.290643224351673,0.8139769720423135,
closet,14.198655514534488,0.8671884906921628,0.9885283076782373,13.72852929811235,0.7915183759179857,0.9879492346629427,6.755422174964291,0.12855044976012142,0.7060043956740825,
route,13.535043430721318,0.8073621424825431,0.9706250864828284,12.331615938651865,0.6743724135296733,0.9706250864828284,7.074020269763042,0.2986725946321944,0.6868708432023475,
inspection,13.044491748872492,0.7613775664924857,0.9499686597070823,12.237910107220552,0.6863086241060266,0.9410479724221802,5.833359991955677,-0.13426985791930868,0.6585040680627627,
recipe,13.353054543391165,0.7554114574133691,0.9794940161197131,12.91206565043922,0.7117019817776188,0.9794940161197131,8.49998984536926,0.3876801409975382,0.70127828491104,
mattress,14.353942125412791,0.9072295650911826,0.9940937050737996,13.984539490328299,0.8793763285321208,0.9940937050737996,8.953994468120086,0.41416987134435246,0.7475553517849014,
bar,12.620230975878934,0.6777667736539746,0.970246842004896,11.967612347920282,0.6117378469351609,0.9540397570461939,6.751932920774753,0.13248130001845237,0.7219520236351374,
powerless,13.597383456401733,0.6974873489810813,0.98735158791455,13.54200160007139,0.6974873489810813,0.976051197744751,6.995754572842165,0.263487697770718,0.6121550531498635,
ethic,13.956626310287962,0.8569504333221241,0.9885851083021545,13.67521121712013,0.8303032474714616,0.9885851083021545,7.397229460404391,0.05732450158635927,0.7285932799107845,
smooth,14.334147430191944,0.9054439616644935,0.9942966035344528,14.111948253858499,0.8635475366816394,0.9942966035344528,7.976023366297671,0.1374047407640293,0.6967389462025682,
intersperse,12.935635382617237,0.7336362805911134,0.9276946675219232,12.49256499898697,0.7140645520157416,0.9243081852383308,8.93507896150026,0.2675607968871163,0.7063864070745691,
damp,14.353871558218522,0.8930455062418057,0.9969900256228535,14.229777504454969,0.859897237972639,0.9969900256228535,7.670141880381553,0.23231258072914684,0.7103243410114819,
bachelor,12.556049287404608,0.5774393990829665,0.9560080237331817,12.167679412906748,0.5635667555994197,0.9388313123026563,7.221405188299957,0.29829437452402385,0.6045214933326641,
blot,12.487835757716804,0.5679657230492525,0.973144517303873,12.21930176804379,0.5269761794911605,0.973144517303873,5.487890104437258,0.12380868686165303,0.7657597821337543,
shuffle,12.735599510986235,0.6749069601676048,0.978052646396234,12.272488995390352,0.6099595270274178,0.978052646396234,6.214339839883679,0.2035217738008035,0.5830679539797449,
artisan,13.548812330777933,0.8074847759038585,0.9766343311664368,12.952689504915552,0.7374724962328365,0.9766343311664369,5.6668160741737825,0.18763439949308658,0.5249221852575706,
caravan,13.64117733254869,0.8515706594880394,0.9646257037658702,12.91656213452686,0.7956305970678418,0.9249480438770538,7.469248928869769,0.3082382105507966,0.6403140106013422,
shot,11.988708038683784,0.5867832146365329,0.9796775354827317,11.001789127869953,0.546202760458345,0.954142192051789,7.2181171319533455,0.36735408720693385,0.6822543484276559,
suit,12.23563007366242,0.5286469509069498,0.9783012880029868,11.389264810129255,0.4409651765671676,0.9783012880029869,6.774720508288,0.19139492386647583,0.7109464424573849,
absentee,12.521865052324308,0.6384271291667488,0.9392601561803481,11.846541862972169,0.6130779023825742,0.9392601561803481,6.595334327405315,0.14853976256863555,0.8325784348493698,
