,word,slice_1800,slice_1840,slice_1880,slice_1920,slice_1960,slice_2000
7281,chapel,464,1267,1527,1432,1369,405
7282,restlessness,102,292,385,371,207,36
7283,pathway,159,649,664,291,362,164
7284,mist,547,1744,2239,2011,1755,606
7285,idolize,37,107,95,60,77,33
7286,lineage,39,202,173,123,334,99
7287,freshness,265,865,694,380,250,40
7288,launch,202,849,1437,2913,5083,1870
7289,item,193,882,1369,4784,5769,1716
7290,character,12287,26074,18988,11341,8980,2679
7291,villain,879,1582,948,556,637,186
7292,mouse,112,840,1565,1799,2177,900
7293,predecessor,281,859,1025,996,1307,315
7294,inference,444,1033,869,570,342,53
7295,nap,77,500,639,710,905,391
7296,heel,609,1733,2765,3677,3162,1382
7297,polish,319,1041,1359,3336,2972,707
7298,management,753,2177,2833,4667,7539,1954
7299,charcoal,82,356,383,395,482,279
7300,scrutinize,128,364,387,429,423,170
7301,kind,7415,24156,31342,32809,37241,10538
7302,apparel,219,497,380,316,353,94
7303,ear,4041,11149,11649,10331,10165,3618
7304,perfection,1091,2469,1835,1270,923,229
7305,fortify,285,642,638,540,343,127
7306,awakening,68,348,635,404,295,112
7307,sense,5503,16749,21082,21570,24446,6839
7308,subject,13543,26373,21821,16814,15180,3226
7309,plentiful,121,314,470,583,414,92
7310,street,3351,15221,28680,35737,33531,9735
7311,constructive,42,146,615,1236,648,84
7312,quiz,59,116,63,304,344,163
7313,encourage,1156,2915,3205,4012,5776,1783
7314,masquerade,82,194,290,218,229,88
7315,contraction,108,331,368,439,410,100
7316,voter,92,907,2337,2665,4005,1037
7317,throne,1418,3116,2223,1585,1464,327
7318,lead,8247,23138,28350,30515,34208,10436
7319,infallibility,42,159,116,72,58,44
7320,embroil,28,50,65,101,163,48
7321,steamboat,252,926,679,508,214,66
7322,project,1303,2918,3067,7797,13713,4203
7323,million,1769,6176,8315,17809,36035,10503
7324,devil,1889,4430,4693,4068,2716,951
7325,homespun,100,150,237,240,133,47
7326,ghost,523,2480,2586,2393,2804,1158
7327,recovery,280,845,882,2752,1925,662
7328,readiness,461,1198,1108,732,557,74
7329,regiment,646,2756,3526,1659,800,322
7330,heretic,114,398,265,212,224,55
7331,intercept,203,419,413,414,656,189
7332,livid,123,356,199,209,170,42
7333,overcome,838,2460,2879,2445,2325,646
7334,dark,5105,18147,18153,21020,23647,9043
7335,sullen,313,884,1021,907,672,140
7336,racket,33,148,394,1438,682,157
7337,savory,29,254,153,113,129,87
7338,medley,40,148,177,195,204,57
7339,fist,186,800,1829,3165,3475,1144
7340,continuous,89,859,1598,1940,1640,789
7341,romance,758,2073,2868,1719,1470,608
7342,rape,37,81,112,687,2205,717
7343,squint,50,124,205,814,1425,656
7344,mentor,50,78,128,156,565,397
7345,blemish,88,182,159,111,171,53
7346,start,2759,12065,24544,44973,49670,18514
7347,artery,101,314,304,591,704,313
7348,posterity,505,996,532,275,188,36
7349,successive,436,1464,1117,996,727,102
7350,zeal,1394,2293,1185,669,525,104
7351,joint,625,1654,2120,4631,5114,1237
7352,colon,86,47,122,189,467,144
7353,passage,3055,7319,6467,5095,4511,1278
7354,integrity,639,1214,944,1249,1396,327
7355,wildness,157,301,179,147,134,35
7356,explode,126,488,853,1937,2771,908
7357,hack,171,574,773,1945,2293,374
7358,pipe,648,3068,5239,5643,4116,1155
7359,orchestra,79,317,981,2615,1780,277
7360,lucky,255,873,1833,3525,4143,1655
7361,slab,44,368,500,627,808,306
7362,yellow,679,4269,6373,8318,8130,2869
7363,utter,2491,7932,5668,3019,1925,524
7364,hiss,142,547,743,1413,1471,542
7365,identical,186,837,975,1540,1820,504
7366,restriction,439,858,1174,2129,1861,344
7367,infest,82,267,218,229,296,103
7368,serve,3295,9360,12992,15527,18771,6313
7369,triangle,125,174,358,609,822,359
7370,imitation,548,1174,1341,1209,1047,186
7371,evil,4594,10851,8597,5306,4629,1218
7372,surveyor,81,296,313,192,197,90
7373,cloudy,148,519,411,364,392,163
7374,boot,416,2600,2926,3555,4748,2139
7375,candidate,578,2728,4748,7217,8641,1624
7376,assert,989,3638,3873,4702,2819,421
7377,sufferer,431,967,742,357,232,90
7378,peaceful,575,1859,2027,2464,1931,467
7379,reluctant,273,633,680,1197,1757,440
7380,embarrassing,101,276,480,775,883,309
7381,qualified,410,705,621,879,1083,315
7382,value,4031,10987,13255,14386,14289,3904
7383,monitor,117,268,201,584,3163,1542
7384,windy,40,208,274,473,420,138
7385,worldly,508,1434,898,555,542,129
7386,congregate,72,210,215,192,193,75
7387,angry,945,3245,4622,4996,6457,1734
7388,nurture,169,416,246,271,651,292
7389,unguarded,93,172,181,140,124,30
7390,stagger,242,989,1396,1476,1220,401
7391,aids,38,59,69,147,2189,776
7392,mule,243,1485,1972,2676,1635,302
7393,elephant,168,785,788,1639,1613,549
7394,mosaic,73,378,343,280,405,126
7395,downward,235,1096,1399,1549,1167,318
7396,satisfaction,1544,4155,4337,4060,2617,719
7397,site,207,951,1491,2561,6971,4448
7398,hole,782,3484,5467,6862,8245,2933
7399,invaluable,153,389,364,324,276,90
7400,feeling,9207,19375,15873,13567,13769,3257
7401,indulge,1166,2480,2016,1270,954,314
7402,solitude,982,1888,1235,644,630,202
7403,pivot,35,146,187,246,468,163
7404,unholy,129,210,201,153,145,62
7405,abandonment,142,432,501,501,382,78
7406,stupor,114,268,253,220,193,46
7407,apathy,158,346,311,398,310,53
7408,fruitless,273,599,452,300,219,50
7409,parallel,938,1506,1942,2337,2309,576
7410,bin,66,696,1056,547,711,1192
7411,frontier,432,1241,1775,2718,1790,316
7412,ill,2623,7467,8661,6585,5626,1334
7413,strange,3745,13457,15142,12302,9649,2502
7414,trickle,128,323,423,712,888,350
7415,perception,464,1604,1404,951,1943,819
7416,gloomy,942,2513,1615,1159,820,141
7417,outside,529,4332,11747,17462,20692,6781
7418,motionless,420,1284,1446,1398,882,238
7419,personify,43,120,152,145,174,49
7420,meditative,67,142,165,103,97,33
7421,accuser,177,226,225,134,115,56
7422,civilian,62,214,605,3754,3327,918
7423,jug,87,319,548,877,580,205
7424,ruthless,127,232,357,741,528,160
7425,language,5330,10888,8972,9280,11811,2861
7426,shilling,384,961,624,609,315,52
7427,critter,53,351,306,210,209,78
7428,caustic,26,127,176,214,169,36
7429,provocation,132,384,362,338,320,58
7430,alloy,109,149,615,786,212,67
7431,lounge,127,906,942,1226,1534,531
7432,sustain,1867,4501,2630,2001,2143,619
7433,quicken,288,806,891,582,438,151
7434,funny,46,737,2559,5677,5632,1740
7435,infection,67,146,327,1039,1644,764
7436,publisher,206,972,1782,2612,2305,571
7437,blockade,75,585,835,882,415,80
7438,stead,209,458,544,396,234,49
7439,spirituality,43,137,166,88,198,146
7440,defective,224,503,535,500,422,71
7441,bunker,99,561,518,374,739,242
7442,indigent,77,122,59,84,178,34
7443,rotation,70,321,440,480,669,319
7444,analytical,31,94,142,263,409,106
7445,device,269,1123,1858,3596,4310,1523
7446,mistake,1892,5518,7112,6083,6260,2081
7447,uneducated,59,228,207,126,146,37
7448,precision,321,756,677,866,1114,308
7449,lash,443,1274,1694,1652,1340,450
7450,copyright,51,295,1009,448,448,607
7451,forwards,66,186,127,107,107,37
7452,previous,1348,4326,4070,4796,5058,1832
7453,cycle,31,227,417,1616,2777,922
7454,like,27159,93903,129590,168770,206179,72287
7455,fearful,1497,3970,1898,1307,1102,233
7456,voluminous,78,208,236,271,192,62
7457,progress,2797,8818,8039,8480,6372,1608
7458,gist,39,110,137,281,197,80
7459,gossip,178,1135,1698,1678,1322,543
7460,veal,98,314,108,179,406,90
7461,scatter,1206,3722,3834,3656,3188,939
7462,circular,302,845,1184,1102,1055,266
7463,importer,51,136,141,230,225,48
7464,charm,1788,4687,5125,2849,2249,731
7465,suppression,130,441,492,535,465,84
7466,exciting,282,1059,1225,1839,2063,653
7467,chef,45,94,213,402,1015,642
7468,uncertainty,363,830,1158,1348,1593,324
7469,shock,749,3026,4150,5566,6404,1951
7470,comprehension,153,647,800,483,679,104
7471,revel,267,726,622,336,337,157
7472,retard,194,440,426,406,319,63
7473,arrange,1166,4545,5889,6081,5426,1311
7474,colonization,336,296,264,156,141,38
7475,glow,1390,4557,4940,4004,4358,1687
7476,misgiving,153,531,530,448,345,54
7477,erroneous,342,563,358,295,273,44
7478,treacherous,317,671,674,436,393,146
7479,girth,42,132,169,152,127,63
7480,alike,1065,3079,3386,2559,1971,553
7481,pamper,40,86,85,119,165,77
7482,staff,290,1503,2835,7061,11422,3132
7483,oily,35,166,197,369,360,161
7484,lap,306,1550,2061,4023,3453,1211
7485,historic,80,682,1365,1571,1827,754
7486,jewelry,39,320,581,936,1376,540
7487,curate,46,163,98,113,102,40
7488,teaching,263,1910,3213,2172,3120,1167
7489,sister,3659,11816,13480,10674,11702,5817
7490,sample,109,315,1019,2151,2863,1263
7491,diverge,74,220,182,103,167,48
7492,feverish,213,752,700,547,384,69
7493,forgiving,48,180,142,78,162,72
7494,insane,142,1262,1176,1133,1195,353
7495,query,113,550,1391,1045,581,145
7496,vacancy,196,459,601,564,423,57
7497,microscope,26,228,431,547,478,122
7498,undecided,40,178,223,255,268,52
7499,unfortunate,1292,2686,2692,1992,1249,340
7500,predominate,141,359,285,289,208,39
7501,trustee,212,550,1043,1567,1021,155
7502,regular,1538,4640,5783,6289,5793,2005
7503,blend,390,937,789,839,1511,848
7504,consult,842,2185,2544,2252,2088,568
7505,alarming,311,556,489,535,531,141
7506,spend,1880,7930,12840,17181,22750,8164
7507,diligence,316,570,300,131,134,65
7508,intelligent,965,3351,3645,3032,2381,551
7509,theme,638,1607,2039,1965,3570,932
7510,driver,223,1702,2577,5813,7481,3072
7511,shoulder,1739,7493,12718,16792,16387,6695
7512,arrogance,103,286,252,381,544,154
7513,lewd,27,44,45,123,148,29
7514,swim,330,1072,1515,2092,2697,949
7515,seeker,56,313,566,396,451,134
7516,jar,353,838,1395,1342,1845,708
7517,brake,85,333,541,1176,1514,591
7518,communicative,70,172,127,72,87,28
7519,sanctity,173,526,317,287,175,49
7520,declare,3070,9264,13621,15536,6931,1419
7521,duplicate,27,168,511,778,751,137
7522,soothe,703,1795,1409,1028,1142,435
7523,magic,427,1469,2223,2433,3840,1384
7524,recollect,1303,1811,758,337,245,37
7525,indent,76,90,97,42,55,26
7526,write,7553,24287,34142,36476,37790,10791
7527,heedless,142,315,301,166,141,36
7528,delirious,143,263,250,251,173,55
7529,manhood,458,1737,1707,565,423,106
7530,indulgence,728,1234,721,407,426,96
7531,awry,27,79,154,166,175,66
7532,unexplored,54,112,153,110,84,32
7533,intend,3243,7801,8607,7789,7320,1583
7534,marksman,64,154,132,90,109,27
7535,past,3322,12334,17449,24292,29775,10146
7536,distinguish,2138,4301,3610,2691,2473,538
7537,numerical,34,187,245,256,276,40
7538,jealousy,874,1761,1708,1198,724,142
7539,cement,117,380,751,1198,1229,386
7540,apparent,1304,3276,3788,3965,3735,692
7541,fleece,76,203,310,292,159,100
7542,mistrust,76,226,210,201,289,70
7543,scoundrel,396,677,733,380,220,44
7544,gloss,74,166,163,158,353,209
7545,entertaining,121,428,549,364,358,184
7546,tasteful,100,325,108,43,147,73
7547,animated,167,395,241,131,168,80
7548,unspeakable,203,390,539,257,240,74
7549,stone,2513,10356,12963,10842,12304,4041
7550,disproportionate,47,100,118,121,196,78
7551,narration,152,358,216,108,165,28
7552,national,3070,8851,12343,26634,29340,7180
7553,quotation,226,609,845,1006,614,87
7554,hostess,145,615,983,1122,621,147
7555,swagger,36,113,268,381,303,114
7556,spleen,85,125,104,145,121,39
7557,allegation,67,174,284,338,838,270
7558,fishing,218,987,1804,2366,2812,984
7559,basement,39,331,682,1299,2025,831
7560,ardent,829,1476,1308,826,465,100
7561,heal,306,906,993,860,1556,652
7562,shrine,359,998,909,715,648,283
7563,oppression,558,1246,676,418,469,104
7564,fall,11432,35476,39198,37501,37855,12124
7565,atonement,809,527,331,85,104,31
7566,ignorant,1331,3367,2996,1564,1037,211
7567,right,12878,45247,65497,92642,95934,28340
7568,subsistence,442,745,320,307,264,51
7569,successor,340,1270,1476,1541,1508,250
7570,churchyard,58,259,297,163,136,33
7571,shoe,982,2535,4401,7708,8086,3067
7572,reparation,84,229,281,1283,163,63
7573,extension,290,1010,1877,2369,1925,544
7574,deposition,60,206,200,233,340,71
7575,substitution,146,254,394,525,348,50
7576,footnote,858,2242,3937,2127,768,248
7577,discovery,1618,4305,5073,3786,3188,1083
7578,pounder,67,144,129,109,76,37
7579,irregularity,154,315,372,384,278,51
7580,planet,241,1320,1655,2626,4770,2029
7581,roam,299,783,778,719,920,345
7582,teller,55,258,701,527,687,148
7583,pattern,172,1484,2247,6897,8314,2055
7584,challenge,511,1140,2087,3987,7734,3497
7585,madam,2018,4412,4203,3841,1956,703
7586,reign,1115,3552,2412,1491,1403,361
7587,grease,89,277,445,962,986,358
7588,convince,1402,2838,3418,4031,4782,1369
7589,unsightly,49,177,128,101,76,30
7590,manufacturing,239,596,963,1887,1832,347
7591,noon,656,2218,3181,3504,2527,583
7592,wriggle,27,125,393,483,437,148
7593,costly,274,1264,1317,1138,1521,308
7594,civilized,803,2294,2312,1607,1152,208
7595,compute,111,249,270,584,453,110
7596,pear,147,1295,562,622,622,274
7597,degrade,408,1064,614,257,362,74
7598,poplar,107,322,393,411,200,47
7599,task,1646,4472,6544,6632,6893,1922
7600,handy,46,412,1148,1035,790,301
7601,cabinet,672,1828,2721,5237,4115,810
7602,husband,3636,11296,14846,16346,15338,5777
7603,penniless,30,242,316,274,145,45
7604,fathom,164,603,508,370,328,116
7605,iron,1582,7649,7989,9719,6572,1867
7606,flannel,78,442,610,681,475,158
7607,muscle,366,1534,2871,3529,5103,2140
7608,portly,70,307,180,181,181,51
7609,entwine,106,166,91,87,167,63
7610,lad,693,2599,5052,2536,1340,262
7611,ferry,250,1059,1006,1028,979,397
7612,page,2902,7622,9125,12180,13698,4905
7613,transmit,367,972,846,1219,1413,337
7614,valve,54,268,295,1028,725,197
7615,souvenir,32,101,272,429,547,173
7616,begin,7170,29270,51274,57756,63215,15561
7617,disciple,484,1196,1193,596,741,134
7618,lowland,27,112,251,283,238,62
7619,curl,599,2589,2545,2587,2962,1524
7620,sixth,336,1049,1656,2386,2388,819
7621,darn,62,366,787,899,456,159
7622,dispassionate,63,108,111,124,110,34
7623,excessive,400,1035,1094,1303,1298,265
7624,operator,44,426,1433,4035,2803,553
7625,pier,127,664,1267,1564,1089,367
7626,dirty,275,1256,1929,4372,4365,1334
7627,rebellion,406,2211,1561,1173,1188,236
7628,misconception,57,180,246,208,222,80
7629,obscene,30,100,84,410,727,89
7630,justice,4442,9503,8883,9570,8862,2014
7631,contention,190,362,879,1238,826,144
7632,statute,518,1269,1701,2004,1204,183
7633,clown,83,245,466,1235,1289,381
7634,dress,2714,12729,14575,17527,16139,5322
7635,investigate,295,883,1898,3311,2959,856
7636,bacon,729,1308,1254,1479,1245,362
7637,slant,32,214,410,853,688,179
7638,infatuation,175,235,200,142,129,46
7639,impose,1327,3050,3073,3837,3950,772
7640,perfect,2855,9774,8865,6255,7615,3450
7641,bloated,50,131,90,177,281,97
7642,toy,146,684,1284,2205,3221,1221
7643,extinct,189,680,609,294,406,123
7644,recommend,1498,2622,2103,3795,3974,1330
7645,contingency,115,508,437,341,456,64
7646,immense,1230,3802,3136,1998,1470,326
7647,confine,1694,3761,3218,2712,1886,409
7648,brimstone,42,140,129,71,81,40
7649,afoot,40,138,403,374,202,43
7650,plan,3498,11427,18679,33635,31760,9143
7651,brass,244,1049,1881,2223,1865,638
7652,regeneration,47,346,272,115,140,33
7653,heartless,164,540,526,225,191,50
7654,roost,70,205,239,283,271,67
7655,flare,60,249,688,1561,1555,501
7656,affectation,297,441,369,184,111,27
7657,abandon,1546,3881,4219,4503,5165,1636
7658,auxiliary,201,343,387,602,418,93
7659,garment,581,2288,2600,2408,1537,332
7660,resident,416,932,1359,2024,4543,1735
7661,baffle,377,1039,1044,990,797,190
7662,ax,133,325,625,701,737,153
7663,liberation,63,169,185,743,1694,190
7664,bet,237,929,3097,4838,4932,1493
7665,flinch,58,174,268,312,551,287
7666,hound,362,1405,1065,1301,964,298
7667,sight,3898,13213,16086,12128,9517,2780
7668,wall,3492,11511,17272,22634,26444,8689
7669,holiday,197,1054,1790,2582,3070,1333
7670,favor,2656,9286,9468,9007,7971,1889
7671,luscious,34,186,166,121,165,84
7672,rake,150,478,737,816,898,350
7673,pester,35,95,170,183,174,63
7674,owl,230,589,899,869,1056,273
7675,father,14492,38121,45956,43631,48689,16439
7676,oxygen,35,568,736,1407,1591,490
7677,region,1658,5621,6536,6014,6620,2269
7678,annex,145,313,368,323,328,78
7679,park,359,2156,4757,8703,15737,5815
7680,till,9383,22052,19766,10288,5735,1007
7681,questionable,178,386,389,376,633,158
7682,abundance,543,1574,1172,717,654,236
7683,person,10398,26773,24132,24143,22960,6352
7684,unquestioned,60,157,250,171,124,28
7685,groom,98,430,604,733,854,359
7686,cheer,1052,3944,4223,3987,3096,762
7687,regale,68,208,137,80,90,35
7688,kick,373,1351,2666,4539,5967,2784
7689,bribe,246,606,875,818,938,234
7690,grouping,29,101,232,353,426,79
7691,emissary,108,261,224,254,302,53
7692,employment,1343,3287,2839,4294,3107,627
7693,sack,146,705,1433,2028,2088,701
7694,subtlety,91,214,324,325,386,88
7695,scum,62,107,133,201,267,106
7696,extraction,42,100,137,251,226,75
7697,continuation,101,249,371,648,454,81
7698,dike,41,102,179,351,162,66
7699,nativity,70,175,199,103,125,37
7700,characteristic,1029,3547,4833,4310,3309,707
7701,radiate,41,263,430,517,595,236
7702,squatter,36,83,112,70,127,28
7703,animation,308,581,385,277,328,133
7704,printing,137,462,602,769,542,108
7705,ballad,192,486,646,393,429,150
7706,scroll,124,348,285,413,614,229
7707,missile,64,237,271,1371,4927,802
7708,daunt,70,231,272,107,133,50
7709,ideal,303,2234,6518,4827,3627,926
7710,pencil,520,1223,1597,2349,2129,566
7711,highway,249,904,1355,3801,4714,1287
7712,aversion,340,584,453,296,249,63
7713,repose,1481,2969,1509,558,307,48
7714,moisture,199,743,853,919,930,330
7715,supervision,71,481,918,1248,798,151
7716,needle,268,1623,1466,2238,2331,673
7717,panel,57,452,832,1998,3794,1403
7718,paw,135,580,1006,1193,1076,404
7719,pilot,302,1063,1200,4896,4947,1229
7720,harmonize,150,563,359,307,137,32
7721,impulsive,26,427,485,320,243,64
7722,atrocious,179,332,223,166,112,31
7723,insurance,122,550,1995,4984,5716,1440
7724,copious,281,443,268,111,123,61
7725,useless,917,2333,2850,2054,1514,499
7726,boast,950,1853,1645,1691,1592,551
7727,pet,194,1416,1727,1905,2074,939
7728,grit,38,173,379,501,652,344
7729,bed,3541,12955,15964,22733,24411,7365
7730,dim,983,3323,3305,2902,2607,818
7731,fat,553,2410,3381,6300,8108,3748
7732,vital,431,1835,2866,3724,2923,641
7733,veil,921,2664,2641,1758,1192,347
7734,best,1315,4364,5728,5498,6155,2396
7735,absent,672,2225,2072,1649,1157,270
7736,colleague,161,529,916,2069,3880,1420
7737,remission,42,102,91,57,113,28
7738,wander,1448,4485,4392,3418,3634,1179
7739,stuff,508,1732,3741,7252,9539,4015
7740,vengeance,1185,1973,1173,596,616,170
7741,significant,209,980,2261,3383,5567,2042
7742,ostrich,42,167,165,255,198,48
7743,pretension,727,1174,555,272,252,42
7744,coincidence,131,471,634,742,961,274
7745,source,2329,5055,5513,7386,12486,3444
7746,ferocious,259,465,384,336,338,143
7747,eighth,249,925,1299,2094,1662,583
7748,competitor,159,558,767,1137,1592,474
7749,sugar,914,2500,3483,4760,5075,2137
7750,transcribe,94,143,149,118,158,125
7751,offend,786,1619,1567,1185,1582,345
7752,meadow,332,1704,2040,1520,1495,344
7753,liar,145,421,712,1111,925,253
7754,spar,131,369,324,268,229,92
7755,tower,1353,3280,3743,5027,5182,1674
7756,distinct,1371,3635,3249,2010,1741,489
7757,terrible,1386,5937,6347,5963,5849,1560
7758,cavity,121,532,451,472,508,170
7759,eternal,1475,3577,2585,1537,1190,331
7760,cramp,86,314,493,697,984,418
7761,expansive,72,146,142,213,327,124
7762,witchcraft,158,389,255,184,221,61
7763,odor,106,1060,1305,1537,1640,434
7764,cry,5921,22360,31641,23898,17516,4519
7765,yarn,114,378,726,1305,401,147
7766,industrious,464,956,657,296,188,40
7767,compassion,504,736,638,462,926,288
7768,failing,89,189,236,179,285,88
7769,discredit,116,422,727,599,486,71
7770,fare,473,1486,1761,2613,2633,500
7771,security,1542,3069,2801,10614,12429,4835
7772,prance,40,167,253,275,272,66
