word,J-SUM,RJ-SUM,C-SUM,RC-SUM,LNC1-SUM,LNC2-SUM,RLNC2-SUM,None
rib,2.630073216925255,0.8355781108926652,10.551118731498718,8.035992801189423,14.314056108994942,13.762752141553051,5.813769540148103,
window,5.259313754650913,1.9913775557102151,12.765595376491547,7.820642858743668,14.61784226183906,13.890841122958737,7.881934759957443,
quake,1.1696253726450632,0.9435251436374736,7.888920649886131,3.7792655490338802,11.756908765741619,10.937270513779012,4.491587866817082,
anticipation,1.9427737360034516,0.6669758812615956,9.852742671966553,4.422661213204265,12.954095957868487,12.646723064070594,4.255287457815066,
scoop,1.244500633677869,0.477891156462585,9.405349373817444,4.580232234671712,13.19366190879592,12.99588085599433,6.160810454396886,
beach,2.521523825761082,1.1471999726922415,11.523959159851074,7.658428341150284,13.873011146290848,12.211572055854484,6.657277374120289,
deceitful,2.4233810520775254,0.8072252831027926,8.160168707370758,7.470675110816956,14.056329289159654,13.993500225631953,4.89471225431427,
average,0.9814476231522802,0.5084465615673646,12.007043242454529,7.1048663556575775,13.82741724065049,9.644288449658088,6.394752110359598,
sound,3.8274860148087604,2.310044794754652,13.314832031726837,9.195040106773376,14.578012729450451,14.047584278640842,7.201765412382215,
froth,1.993137092862117,0.5977817738257807,10.768200755119324,7.061630517244339,13.941341121631565,13.776650901850036,5.728493555214983,
surprised,3.2796109341023816,0.9618735956702157,10.044031023979187,4.989867404103279,13.853469917905874,13.147501261633982,4.823477022519706,
devotion,3.3067799120031567,0.8884204664401572,11.329579830169678,6.50788514316082,14.283378873398208,13.784491793426946,6.7372354943466455,
sensibility,1.4441336760424242,0.5335389969941466,10.373418748378754,5.793466106057167,13.300244174517895,12.757534499154039,5.824688798920488,
question,4.634756778754749,0.9708283129672208,11.544591903686523,4.7230978682637215,13.94095266328477,13.114068912886177,6.125533336219787,
friendship,4.622216157415024,0.9848505691394582,12.113431870937347,5.986079052090645,13.813395038254377,13.314398314552212,7.800930837706417,
adviser,1.4443424559342515,0.5454526861623467,9.771428018808365,3.930668130517006,12.968492294008838,9.685431283790695,6.316153361183229,
elf,2.251801412549343,0.6141242952811637,9.146350890398026,6.023540556430817,13.369475343229952,13.075905383840626,3.772697143948076,
queer,1.4166120881754167,0.3993764172335601,8.137474864721298,5.925075631588697,11.95517895440144,11.448171175901855,4.816972844621306,
sample,0.914620920832101,0.2040816326530612,8.23558084666729,3.2623667903244495,10.807724848295443,9.74113802171888,5.424177609205034,
trait,2.6665709879278,1.493906898526041,10.744184911251068,7.951739966869354,13.970822681040184,13.052366557726803,6.1896740824092635,
commune,0.31471813531614196,0.2040816326530612,5.409183666110039,2.0095297349616885,8.521919041629372,7.427749186571549,3.941037684611522,
tender,3.159315943633844,0.8391153195071525,10.5302654504776,4.655692753847688,13.37310424851972,12.893486133057358,4.9850561895995185,
brush,2.585898320690056,0.512969588081918,11.46726244688034,7.233808845281601,14.178236473081112,13.864543234290352,6.3011234510907,
speak,3.171884215335867,0.8900521860413495,11.033945679664612,5.256696879863739,14.129890869487305,13.625603992476947,6.229119670230392,
warrant,1.8148497159948351,0.8725501918312808,10.838196992874146,5.607036530971527,13.437730925516737,12.338716530860273,4.911380242470669,
jewelry,3.8187623601615903,1.8583235539039682,11.414798617362976,8.576608091592789,14.143829530510772,13.25956988781167,5.350174749911805,
grassy,3.8969311704791902,2.264315292723931,11.786119401454926,9.073662966489792,14.295849844941621,14.022691522955762,6.994757134828272,
starvation,4.001917834910819,1.1048184436535324,12.056085765361786,8.150355249643326,14.30309739606156,13.334430496963597,6.469955545873193,
deprive,1.7515193243101637,0.486219665171033,10.558136343955994,4.634123712778091,13.662521563766878,13.298205165962688,7.496675839000963,
agility,2.839145906039631,0.814389338837601,10.890130400657654,6.019409477710724,13.924763894656294,13.571600799873407,5.781427072454158,
moon,2.790914081264147,1.1999491871507386,11.37715357542038,7.262851983308792,14.220976138988437,13.434679362320272,7.6302026697132606,
contingency,1.8000798001378182,1.4271158856040038,8.518861442804337,4.635312423110008,13.2086053702755,11.358773638194021,4.4189499971632,
loud,4.985535714434945,1.9583339252446579,12.647515058517456,9.019260704517365,14.56179268913764,14.182195795343446,6.565344091692392,
gymnasium,1.9606597308140374,1.1414353906048258,9.495427042245865,5.011173576116562,13.579875428233258,12.010233678172023,4.028068229728056,
participation,1.8653186264597963,0.35263837587613406,9.352653861045837,5.387897163629532,13.07945964430301,11.172374089893221,7.44307827832514,
club,1.4730497662214632,0.6306270257476877,9.702504932880402,3.253249853849411,10.816666397800667,10.544450321065616,4.206781044315961,
