word,J-SUM,RJ-SUM,C-SUM,RC-SUM,LNC1-SUM,LNC2-SUM,RLNC2-SUM,None
rib,2.8306075504554373,1.050547002034268,12.14489597082138,8.842784017324448,14.667522131456387,13.830651978261772,8.366633674700646,
window,5.227584875795252,1.205723029554169,13.468984544277191,11.170000433921814,14.693574936250263,13.911732309337177,8.914374236312991,
quake,0.9463432224883415,0.5547975003955071,9.475873947143555,5.6056911163032055,12.078090769880225,11.48092623665877,6.478891905012449,
anticipation,1.5731724113934522,0.8204413465864658,11.17113396525383,4.658753262832761,13.473855453905378,12.804272829467145,6.998168663466441,
scoop,0.594127632695112,0.14285714285714285,11.082494616508484,8.768739372491837,13.098983213081516,12.425351303433043,8.556587332808338,
beach,1.9844134025850997,0.5080919972059129,12.206857800483704,8.610831022262573,14.256049267483057,12.455494341665228,9.177108004996523,
deceitful,1.8449684068278118,0.8421904409204681,11.562190771102905,9.935670405626297,14.103304875097546,13.829719032711942,7.549572771819483,
average,1.2961737741259973,0.7241015375679047,12.445456862449646,8.458242177963257,13.878232146620348,9.48716025845316,6.624460658500379,
sound,2.7247831546821333,1.182368149185136,13.218351125717163,11.599704384803772,14.680495441912896,13.656501057183936,8.008979621972305,
froth,2.5159867529541953,0.9740771790102433,12.18018490076065,7.449594929814339,14.486356011046148,14.109372101905477,7.147366319033494,
surprised,2.576796732959654,0.6413662288843999,11.668051540851593,8.867055714130402,14.058328122232815,13.064307893821956,6.592092040100182,
devotion,2.5168118971042337,0.8671619630387966,12.840968668460846,9.387850731611252,14.494141185120744,13.902973948626592,8.056957478370773,
sensibility,1.173862590846075,0.601808905380334,11.59534078836441,9.088262766599655,13.895092929319455,12.7772082397784,8.23785632229543,
question,3.242893216063363,0.6381471028127563,12.922841668128967,8.163558721542358,14.239985070875347,13.381130531615831,7.922147774049394,
friendship,2.716982476134662,0.6281979587450711,12.89005708694458,8.716311901807785,14.024745282911418,13.39159747356386,7.679145229275046,
adviser,1.8464135528606023,0.41241496598639465,11.812941074371338,7.610146760940552,13.440507765231795,10.924415024436698,8.034056530361585,
elf,1.1834894276040195,0.6574731341812087,10.41618898510933,9.48052829504013,13.553195928215588,13.055599814731917,6.383021663572627,
queer,1.1306155357210308,0.3390565446036571,10.457078844308853,6.653750687837601,13.098862658588546,12.483817429331124,6.973585482933383,
sample,0.5543771689774377,0.12244897959183672,9.793482571840286,3.735389146953821,12.011477812028765,9.067460966172174,6.007816903235831,
trait,2.9511708024282512,0.7099106567191673,12.441627085208893,8.592320367693901,14.248427745402896,12.92121958564987,7.910822306901496,
commune,0.1771799628942486,0.1020408163265306,8.347410649061203,4.588283907156438,10.5504239516662,8.9283258963413,5.649772271863764,
tender,2.932673222277198,1.0001067467487603,11.60132086277008,6.983658034354448,13.60391831078801,13.165939261380155,6.342059105133209,
brush,2.199710669558557,0.3603150480050176,12.61159235239029,9.544805228710175,14.406874607471725,13.837822415011287,7.699866028782095,
speak,2.293764928717885,0.5025743447132527,12.578248381614685,8.421144485473633,14.156729414150544,13.16787412488062,6.785201765628468,
warrant,1.5739534181691224,1.0667455015861285,12.308528065681458,10.045965760946274,14.12312385877836,12.573547007069134,8.26073508323846,
jewelry,2.228101866986975,0.7754792513567612,12.481447458267212,7.8897857666015625,14.008703149756869,12.931488511968691,6.7327937027533915,
grassy,3.817128971620418,2.026607564853123,13.578967869281769,11.251986145973206,14.623212937521721,13.92583728167198,9.08881971808709,
starvation,4.345462706436906,1.0983468599386554,12.854295492172241,7.743225514888763,14.424670889727595,13.369191071282023,7.453054009462651,
deprive,1.9087102753852574,0.4446662723060239,11.465939283370972,6.607209697365761,13.819933165350433,13.218805854027535,8.685943572920428,
agility,2.9446142921763236,0.9277362412904204,12.428896307945251,8.097588866949081,13.947464130916885,13.049447572046567,5.195004496146318,
moon,3.512125943112141,2.421629257763711,12.726258337497711,9.765224933624268,14.483940380467732,13.867731044983497,8.196868239085667,
contingency,1.774358405569586,0.9372471598208504,10.978812754154205,6.61967957764864,13.67129494735893,11.818972276772444,7.707606569654264,
loud,3.234189177776751,1.565925827575641,13.239930629730225,10.893138706684113,14.644976236885666,13.732411329829626,7.896553121790104,
gymnasium,1.6883142249528211,1.4642610518835542,11.814803898334503,6.84348663687706,13.897114700441044,11.903329140887065,5.59395590817925,
participation,1.3659776415822402,0.22879577362860035,11.15194982290268,6.284329473972321,13.729749904866607,11.888476395737824,9.337893329527198,
club,0.959797502102907,0.4261448481831757,10.008549571037292,4.676219876855612,10.566489964240835,9.397095564340084,6.400256970790536,
excitement,2.1223397535845785,0.7436521008529763,11.556442379951477,9.69624936580658,14.147428583032486,13.58274474239536,6.01594551986312,
diploma,2.645324513018865,2.656148773906565,12.090034484863281,9.390969425439835,14.260880322666372,12.143133164082515,7.080054432711469,
wrench,2.419691228175054,1.0154726959603397,12.920532941818237,7.933752030134201,14.286113786079715,13.769425388977231,7.562782744435962,
shrine,3.1734315047097112,1.0533703622517194,12.53857934474945,9.117355793714523,14.207463551857622,13.256868063643068,7.0021993725060705,
candlestick,2.450226500205833,2.2334098065390857,12.605638206005096,11.06320858001709,14.567277265434567,13.73661761196443,8.07276341550569,
collateral,1.1757356010070612,0.9661252963504877,9.595974087715149,7.660756051540375,12.964878648941363,10.970411122477286,6.806923806892009,
knife,4.035243953632167,1.7565872541535785,13.190687000751495,9.713104009628296,14.434504020267099,13.902859568578931,7.933436089321915,
hermit,0.5066278284363391,0.33701079876909135,10.57772010564804,6.959484577178955,12.968112989885736,12.502690361476386,7.395511901888653,
liability,1.4374284169731661,0.8544724234315914,12.706455886363983,10.278871655464172,14.41963010744764,12.250051425924493,8.693175630716343,
diminish,3.361774932923573,2.1058098425607685,11.628624200820923,9.814671337604523,14.378734659070027,13.650509676181342,7.977166115645086,
prediction,2.2987971194531447,0.9258130420744403,12.037539541721344,9.013923317193985,13.027062075806908,11.478005370855165,6.939003048725365,
valet,1.0453746790425944,0.18622448979591835,11.357003509998322,8.336283788084984,12.864045953272353,11.95356415879846,6.50845706711302,
cripple,1.9154052720433363,0.7063100821742918,11.249730229377747,6.613348558545113,13.59113206018972,12.993281126448395,6.098597445440609,
