word,J-SUM,RJ-SUM,C-SUM,RC-SUM,LNC1-SUM,LNC2-SUM,RLNC2-SUM,None
rib,3.693752168300588,1.4717737960555612,11.881573498249054,8.988860368728638,14.560330447320817,13.365286283839348,7.996758678536875,
window,4.573595225095074,1.4284575815711624,13.133721888065338,9.633135676383972,14.672404633447048,13.662019394566892,9.456671143807428,
quake,1.6681538620550116,0.6158112465718011,8.42417198419571,5.104158194269985,11.640006461752467,11.011500266560542,6.529668683854089,
anticipation,2.193392269516722,0.6999615126514822,11.0806744992733,6.697064787149429,13.566308370938351,13.037810273873184,6.562420194004629,
scoop,1.0432696724978021,0.19806763285024154,10.412877649068832,5.466409722343087,13.325207501357376,12.782083217783933,8.863778683445176,
beach,2.613412329832858,1.5972278852056903,12.097857117652893,8.176497042179108,13.94440326544447,12.545989836868223,8.075020963672662,
deceitful,2.07541545833621,0.8705275918008836,11.070719242095947,7.757212400436401,14.218641218756911,14.000685194851071,7.766614263615679,
average,1.437073594517706,0.49075696954184017,11.992242991924286,8.942050278186798,14.151509627216305,10.201972501574492,6.741499110923189,
sound,2.3624899622149855,0.9285679111487257,13.037639319896698,8.270928591489792,14.475963272249228,13.494059253537703,7.47997234865344,
froth,2.3576261003204526,0.771189542730444,11.551465034484863,8.899584412574768,14.490256969785689,13.900963005664003,8.146162349598729,
surprised,5.517665987867226,1.7913046501363419,11.900164425373077,8.385939598083496,14.568066687719853,14.219688887126157,7.2028063308968715,
devotion,3.8981177592844305,1.5540137238504015,12.702845335006714,8.49227300286293,14.489999349349898,13.776337046837208,8.567615450638998,
sensibility,1.490194655967636,0.37250325662179773,11.420533835887909,6.143393695354462,13.798105704204648,12.70635424348915,7.956670591105681,
question,4.004109450749464,1.0190142540103047,12.597636938095093,5.848411723971367,14.293705723389932,13.524178498364455,8.54049269677234,
friendship,3.7327950925198605,1.00250770843476,12.38737279176712,5.3868847489356995,14.066632942723363,13.508042601933713,7.673657148161088,
adviser,2.2134129423845357,1.0405181961776382,10.90422374010086,6.081973701715469,13.538357720562324,11.735524861681547,7.697683920781529,
elf,1.7564990875006765,1.0413080378059891,9.644931733608246,7.667386472225189,13.71289237643074,12.980264727544352,6.2958646429697644,
queer,2.3241109902395363,0.28092145949288805,9.796897560358047,6.143515534698963,13.255805307271459,12.847753323810663,6.768206930166733,
sample,0.5639220722100485,0.08163265306122448,8.441208928823471,4.11556288599968,11.738779544658588,9.916205572798432,6.277152652844342,
trait,3.31410915696806,0.6836302765997494,11.867326080799103,8.784346282482147,14.20340419481928,13.19190075617535,8.422004431999873,
commune,0.1685891748003549,0.0824829931972789,7.51690274477005,1.8627546588759287,10.972060004072183,9.780045291169472,5.0149608447316325,
tender,2.522630637125501,1.292172986940429,11.592519342899323,5.658854269888252,13.452735200411976,12.759179942159832,6.83482273427137,
brush,2.7213535396406408,0.6649180738648162,12.28011816740036,7.640571117401123,14.535967250616826,13.976939589261107,8.532095368091388,
speak,3.1710726697218026,0.7111172658450311,12.264922738075256,5.522335413843393,14.260941473332283,13.463565523063261,7.249031523903894,
warrant,1.6557960317182594,0.21400226757369611,11.595292627811432,6.410532563924789,14.013100327105851,12.26556972761823,7.594931079761688,
jewelry,3.011841483849354,1.0022628435199497,11.618812203407288,7.721377104520798,13.884635171414066,12.83594039249878,6.373949200257342,
grassy,4.482243851851578,1.7423097273637962,12.992967188358307,10.190599739551544,14.560161218746307,13.930968056852354,8.912356474724358,
starvation,3.717720298033301,0.5525461957832778,12.320029973983765,7.221735119819641,14.349805194879407,13.359417861788332,6.4576353294995315,
deprive,2.176483247139272,0.22794543349254595,11.0601327419281,5.876691684126854,13.750605799466527,13.108778610167876,9.022329269793659,
agility,3.506337671071914,1.5533913510773714,11.659939527511597,6.905593037605286,14.298213510982867,13.090179870261107,6.092920372798112,
moon,3.747801997645672,2.187002297292886,12.09795993566513,7.150828003883362,14.200117370846044,13.610916606861867,8.34172537346295,
contingency,1.877145787029508,0.8636547896987965,9.812332212924957,5.92023341357708,13.368545452951484,11.165485119461605,6.689761144828771,
loud,3.7412257644995783,1.484062514003577,12.927331805229187,10.053445279598236,14.508463946449572,13.525335765286403,8.193922732734832,
gymnasium,1.6123808538647024,1.026673827425707,10.255240589380264,5.193739660084248,13.536806215304411,11.887621527465502,6.170057723450148,
participation,1.4981439362718632,0.3726708074534163,10.552452206611633,5.164862409234047,13.470760856716147,11.560093310769464,9.378403089529014,
club,0.8986947110627598,0.061224489795918366,10.360910028219223,5.733193874359131,10.8446559703391,8.911153265458298,6.963851634743797,
excitement,3.1527287865888454,0.690999891112221,11.435966789722443,6.27034954726696,14.05663334219278,13.700464722538987,5.0546171124435215,
