word,J-SUM,J-MIN,J-MAX,RJ-SUM,RJ-MIN,RJ-MAX,LNC1-SUM,LNC1F-MIN,LNC1F-MAX,LNC2-SUM,LNC2F-MIN,LNC2F-MAX,RLNC2-SUM,RLNC2F-MIN,RLNC2F-MAX,C-SUM,C-MIN,C-MAX,RC-SUM,R-CMIN,R-CMAX
absolutely,3.2555625526309964,0.04166666666666666,0.4705882352941176,1.149006666921828,0.0,0.2195121951219512,13.460290948531757,0.7336381275624826,0.985727061717042,13.119536972166154,0.6659268570368269,0.985727061717042,5.896143655055248,-0.06380305654879037,0.7351625904015352,10.579685091972351,0.5639708042144775,0.8585599660873413,5.1259443163871765,0.10561998188495636,0.5658828616142273
absolution,4.278837402657533,0.19047619047619047,0.4705882352941176,1.6252238449481928,0.020408163265306117,0.28205128205128205,14.550661828176086,0.9447465815851462,0.9905914432495369,14.087787291367235,0.8693993695836948,0.9791754989297132,7.1488432047885455,-0.012309394064835109,0.7737182159668633,11.26898056268692,0.6620427370071411,0.801706075668335,8.837059527635574,0.44222259521484375,0.7418443560600281
absolve,1.5309058131914262,0.020408163265306117,0.35135135135135137,0.4749198046363523,0.0,0.16279069767441862,14.11335252703172,0.8918754219821533,0.9869171377525138,13.632893779328885,0.8301013359496695,0.9869171377525138,8.67376098803984,0.2799920486095249,0.7625980340664965,10.7699236869812,0.6153486967086792,0.8526263236999512,5.394134312868118,0.15281236171722412,0.5919047594070435
absorb,1.8706903532131496,0.0,0.28205128205128205,0.4929322582619794,0.0,0.13636363636363635,13.156608252861188,0.7426443208142827,0.9796737167333524,12.416090414182598,0.6558309547814407,0.9506169102617816,8.487282986177345,0.2918175559435949,0.7678594820156209,10.680890500545502,0.5155608057975769,0.8849059343338013,4.89249874651432,0.1364305019378662,0.5782654881477356
abstain,0.8046480572334972,0.0,0.28205128205128205,0.25170068027210885,0.0,0.19047619047619047,12.708825186188848,0.6377199162936543,0.9879316592499212,11.27205229213928,0.574624532308871,0.9879316592499212,6.439331768355967,0.05332287546745318,0.8438254409554476,9.131616979837418,0.4356850683689117,0.8504886627197266,4.5739291701465845,0.031167263165116314,0.5733264088630676
abstinence,1.0179420860126709,0.0,0.25,0.21315192743764166,0.0,0.1111111111111111,12.959447852611582,0.6726979171328415,0.9579894642102328,11.390007452962339,0.4522296680877506,0.9036634980015451,7.802757654544911,0.3083624615266498,0.7407099890650002,9.730063617229463,0.4068886637687683,0.8035404682159424,4.970413655042648,0.13035893440246582,0.5159383416175842
abstract,1.8017164386881728,0.020408163265306117,0.25,0.7405721949668218,0.0,0.2195121951219512,14.358837517906206,0.9125637707870626,0.9881772382316371,11.852149938331092,0.5958345595630283,0.9350976981931179,8.7222971842475,0.31863757521796465,0.7957213566907564,10.98413747549057,0.5147424936294556,0.8788077235221863,8.048163294792175,0.3034569323062897,0.8132643103599548
abstraction,1.7678577460285685,0.04166666666666666,0.3157894736842105,0.34129560915275203,0.0,0.13636363636363635,13.54890223664034,0.729720520667207,0.9813512399724776,11.933732398001508,0.5195381474707718,0.9638614507432672,7.015889411477799,0.2691745121733925,0.8326753989773961,9.936131209135057,0.3772934675216675,0.8619010448455809,6.0036360770463935,0.16425369679927826,0.704148530960083
absurd,2.6438819341799147,0.06382978723404255,0.35135135135135137,1.13670522171249,0.020408163265306117,0.3888888888888889,14.314528773451054,0.8974223032277067,0.9868207274691426,13.786394920366929,0.816675440164246,0.9868207274691426,6.6132058143653785,0.09191769927367133,0.6899944576084964,11.452578902244568,0.6142065525054932,0.8892524242401123,8.720289826393127,0.4338955581188202,0.6877647638320923
absurdity,2.2046978840457103,0.04166666666666666,0.35135135135135137,1.1151971960700806,0.0,0.28205128205128205,14.283761874548807,0.8881390169895516,0.9887509236207888,13.499558206568327,0.7616362984192817,0.9870152186125136,7.738779378837737,0.3190883129334368,0.6969889025463587,11.071171939373016,0.6161737442016602,0.8475174903869629,7.728153735399246,0.3659195303916931,0.7612267732620239
abundance,2.434976321981701,0.06382978723404255,0.35135135135135137,0.6390517199787717,0.020408163265306117,0.1111111111111111,13.99392618155218,0.8230246733252558,0.9861194384946504,12.608547525651753,0.5436089547333579,0.9838269277325916,7.0980396280152895,0.17358707608188906,0.7958808015843306,11.202372312545776,0.6164711713790894,0.8826606869697571,5.777676708996296,-0.04826169461011887,0.8745880722999573
abundant,2.9259241258023465,0.06382978723404255,0.42857142857142855,1.2422723763909176,0.020408163265306117,0.5151515151515151,14.01750648905621,0.8297367098651923,0.9870782596157576,12.092994063072025,0.6121144945384451,0.9678499602356668,7.777976984115428,0.043506933659223535,0.8477853830109279,11.847918093204498,0.6639515161514282,0.8913507461547852,6.970981389284134,0.20999646186828613,0.8489744067192078
abuse,2.148858823862531,0.0,0.35135135135135137,0.7813799773579232,0.0,0.16279069767441862,13.903003714446127,0.8433506892348649,0.9855016805685112,12.630904587708404,0.6124921761425725,0.9809379974849958,8.813812051023403,0.27230147575928765,0.8746941809218239,10.773208439350126,0.4720359742641449,0.9152633547782898,7.657553017139435,0.2512456476688385,0.7444708347320557
abusive,1.5947942176467351,0.0,0.3888888888888889,0.3968769325912183,0.0,0.13636363636363635,13.123290777555015,0.7363638007902269,0.9854750980031576,12.559922452198114,0.6759912053413768,0.9840701461616688,6.4090027140537424,0.21321569586465486,0.6653191755244805,8.959700226783752,0.3371095061302185,0.8289830088615417,6.359410122036934,0.18139128386974332,0.5919888019561768
abyss,3.335794513042785,0.06382978723404255,0.35135135135135137,1.1746075831743863,0.0,0.35135135135135137,14.215651369188326,0.8717542228191825,0.9859906403202716,13.664665918968275,0.7946474221334153,0.9790517294204796,7.606083299619501,0.3214845979515154,0.7630893483940965,12.120574533939363,0.7266808152198792,0.9041340947151184,7.516065984964371,0.3198796808719635,0.6141204237937927
academic,2.5617990215810447,0.020408163265306117,0.42857142857142855,1.1997218471269582,0.020408163265306117,0.3157894736842105,14.274127548947293,0.8953135403984882,0.9874126681135548,11.898746840898413,0.6471547721383389,0.9265947268203912,6.679489258413991,0.04101038625859898,0.6498947304511535,10.666497707366943,0.5387699604034424,0.8926660418510437,8.822923511266707,0.3699455559253693,0.8839525580406189
accelerate,3.1631174000848423,0.06382978723404255,0.3888888888888889,1.3403974756723536,0.020408163265306117,0.25,13.902792690479965,0.8357526880337095,0.9882941049383244,12.454111632843551,0.6777113891087879,0.9723891270457627,7.888542507252199,0.2598451931198118,0.7600578304995341,12.002813041210176,0.6952884197235107,0.8918749690055847,6.964561313390733,0.2538248300552368,0.8257998824119568
accent,2.9338514895577323,0.04166666666666666,0.3888888888888889,1.3180967644546493,0.0,0.28205128205128205,13.500338047844947,0.6561479884200012,0.980581475855611,12.95378009274587,0.6285155007733249,0.9721261497977968,6.994064674634032,0.19567613471529555,0.7830401835692784,11.443999528884888,0.5613651275634766,0.923350155353546,6.261264234781264,0.1744357943534851,0.7728163599967957
accept,4.791621474715571,0.13636363636363635,0.5151515151515151,0.9837698570023136,0.020408163265306117,0.19047619047619047,14.332100150295643,0.8737815108975899,0.992365223511226,14.19476099704459,0.8527527087016492,0.992365223511226,8.884922570923626,0.2297157800017943,0.767088094238764,11.67809522151947,0.5996466279029846,0.9218448996543884,7.173741474747658,0.2319304347038269,0.7794765830039978
acceptable,2.1099814834661843,0.04166666666666666,0.3157894736842105,0.40512539638679457,0.0,0.13636363636363635,13.371978512684645,0.7216883132884767,0.9843344367565467,12.855270839036105,0.6370326278233825,0.9826047617614158,7.529082557293005,0.25740288026881764,0.8160687607456371,9.288327485322954,0.3284994661808014,0.8421857357025146,5.0142400935292235,0.08181443065404892,0.5795540809631348
acceptance,2.2021040712186637,0.020408163265306117,0.35135135135135137,0.5685251436374735,0.0,0.08695652173913042,13.878853396329186,0.7932310383099574,0.9867404503641629,13.1517500082531,0.6707924959290635,0.9867404503641629,8.680759900966446,0.3156127717857428,0.721460896247653,10.537684559822084,0.49398273229599,0.8719563484191895,6.0221754759550095,0.17554111778736115,0.8492449522018433
access,2.320421241687023,0.020408163265306117,0.42857142857142855,0.7275387490796503,0.0,0.42857142857142855,13.529638070734887,0.7880454366881039,0.976365851441604,10.94509750223232,0.4352415211937621,0.930902019389702,6.896730654754827,0.2913037411513355,0.7181503759612925,11.135880589485168,0.6191946864128113,0.8486554026603699,4.551908016204834,0.023529328405857086,0.4930312633514404
accessible,2.674768596518648,0.06382978723404255,0.35135135135135137,0.7927646025472112,0.0,0.19047619047619047,13.743994340396426,0.7996180099969801,0.9813438002945672,11.698074290262575,0.5056881751844573,0.9438902863706052,6.86583869929648,0.15362213731371388,0.7128299919340524,11.160084187984467,0.615984320640564,0.8651992678642273,4.0178110897541055,0.1507786214351654,0.4803085327148438
accessory,1.1117562421368576,0.0,0.28205128205128205,0.6402445035985409,0.0,0.19047619047619047,10.710936730446694,-0.08764280859507823,0.9635635678225964,9.360140627565958,0.01986065006926696,0.9373748470955638,5.1125720889636055,-0.26723025720974825,0.6477378394452639,8.22649198770523,0.15305155515670776,0.8171123266220093,4.4518859246745714,-0.11762432754039764,0.589638888835907
accident,3.885272682702303,0.1111111111111111,0.5151515151515151,0.7251836694647583,0.020408163265306117,0.13636363636363635,13.898496002252633,0.8168397206455035,0.979530605460294,12.759743000916645,0.645421341344702,0.9698845254968632,7.463034663978955,0.24786959377417075,0.6741890530476667,11.981939435005188,0.6641740202903748,0.9083312153816224,5.421954691410066,0.07828410714864731,0.7965960502624512
accidental,2.2537733336470653,0.020408163265306117,0.3157894736842105,0.3547003907946157,0.0,0.06382978723404255,13.709538850061133,0.7398506120508583,0.9741449326343028,12.886236951603253,0.6519773962070662,0.9708325886052356,6.457755692362323,0.08113845192028557,0.7675805864530528,10.886790573596953,0.5371123552322388,0.8744087219238281,7.107595831155777,0.3452607989311218,0.5740735530853271
accommodate,2.3532434057203666,0.04166666666666666,0.42857142857142855,0.5936976239771272,0.020408163265306117,0.1111111111111111,13.48771058307517,0.765224683429476,0.9807990691767026,12.361275803162734,0.5952741005770418,0.9756146783663626,7.131890447111402,0.3023363034451149,0.6971573302323932,10.338543474674225,0.5123220086097717,0.8551186323165894,4.55381690710783,0.1009298488497734,0.5500267148017883
accommodation,2.8413349734981748,0.06382978723404255,0.35135135135135137,0.349015187470337,0.0,0.16279069767441862,13.542266038177877,0.8190562814553921,0.9834238583580568,12.331616202391874,0.6348375290752255,0.9631347326109034,7.642607038778546,0.15742632450620442,0.7434707499594273,10.990972459316254,0.5817598104476929,0.8853802680969238,5.568152591586113,0.04290972650051117,0.6399394273757935
accompaniment,1.6996583986182427,0.020408163265306117,0.25,0.6798775453083786,0.0,0.16279069767441862,14.059720263575516,0.8616298099469992,0.98921648639726,12.87811449320242,0.7541693606608268,0.9620963473804914,5.573475056018276,0.050730914822919804,0.6957728620211944,11.408449947834015,0.6384568214416504,0.8941481709480286,8.826079398393631,0.440673977136612,0.7423835992813109
