word,J-SUM,RJ-SUM,C-SUM,RC-SUM,LNC1-SUM,LNC2-SUM,RLNC2-SUM,None
rib,2.5315704343650247,0.6671360902727363,12.657054007053375,8.972309648990631,14.625661669210084,13.384705440932056,8.495697669705029,
window,4.826024068642811,1.915056209770964,13.591620564460754,9.696907609701157,14.738910657955072,13.83522934654556,8.727257826067579,
quake,1.020838171983291,0.5332002366163857,9.505845502018929,6.564611282199621,11.606784547515376,11.166177523220703,6.18300137087917,
anticipation,1.9353383897330165,0.5077775012444004,11.41274842619896,6.686041459441185,13.71915434563143,13.318029068864924,7.265593229335227,
scoop,0.8108842032907206,0.20578231292517005,11.17220813035965,7.3174107521772385,13.254563617253659,12.637144105823978,9.040680775862787,
beach,1.7575771903767485,0.6157706985233117,12.281517267227173,7.716744303703308,14.010269451091496,12.42386681064733,9.464691807445972,
deceitful,1.9146691833905356,0.8080918923227633,11.865806639194489,8.418591409921646,14.217125153232356,14.010080790549575,7.455737776598462,
average,1.6814431273669062,0.4502477006276398,12.626182198524475,10.121468007564545,14.382420273115446,10.9400237252783,7.726946377445648,
sound,2.0074054323847657,1.1723047766563095,13.44099473953247,10.976972460746765,14.589744989112523,13.624761969131223,7.233225664452747,
froth,2.6938812750064036,1.6407209452166842,12.627342402935028,9.839574843645096,14.584855081097022,13.973037002463437,8.229819893661997,
surprised,3.2701946323785918,1.6988214317057275,12.448501944541931,10.373265862464905,14.408239960482453,13.790499533868312,7.167087130474154,
devotion,3.2455932135710306,0.589837924068795,13.066261768341064,9.805396020412445,14.53846904875125,13.90158514375698,7.49295283228117,
sensibility,1.3139437372560074,0.9036156732276914,11.569692611694336,8.205278187990189,14.03720544286374,12.903579403947589,7.528127592544895,
question,3.1954076606453965,0.5927340100394152,13.276898622512817,7.451516270637512,14.270646453553038,13.468578260014779,8.743432798912684,
friendship,2.8718406426631646,0.6573598603795511,13.111120641231537,8.738912433385849,14.02324588247469,13.57782546807146,7.762509046698083,
adviser,2.0033482527380553,0.421303026298401,11.892960548400879,7.7983130514621735,13.688630476596945,11.651300018201727,7.6593555867079495,
elf,1.302496297441454,0.7911068931949069,10.842080116271973,7.825164243578911,13.760677032513325,13.27704718160859,6.512390629429278,
queer,1.4375772233495274,0.512969588081918,11.207751899957657,8.53647431731224,13.488169107668309,12.933938177947754,7.251613562604642,
sample,0.4231169803721674,0.10289115646258502,9.39077377319336,5.358275048434734,11.445342350989907,8.682809891185197,5.459467640856129,
trait,2.5809358951466317,1.0098144163401508,12.727446138858795,9.25138971209526,14.323714866736198,13.131104852219373,8.54785766937909,
commune,0.19274376417233557,0.04081632653061224,9.203249961137772,5.64753407984972,11.22022092558623,10.361669227573005,5.525096210788791,
tender,2.929876776836419,1.2434741338395825,11.785036206245422,7.964517489075661,13.554293135464185,13.054720995582828,7.6516916100787,
brush,2.612088055730723,0.22981366459627328,12.677918612957,8.977349817752838,14.538129732262675,13.86313678858398,9.543489202290925,
speak,2.224428037063839,0.5289679986343283,13.01042127609253,7.417009949684143,14.368024043137067,13.097845935297531,7.704629291350165,
warrant,1.4198691178696925,1.0758995372072042,12.229527652263641,8.664450734853745,14.219484841472585,12.546994125050851,8.367582109300571,
jewelry,1.8319585907308373,0.682725659433734,12.424570500850677,9.130648642778397,13.879767601881932,12.750870825026574,7.602431273884764,
grassy,4.179754485859598,1.7077574399583153,13.415370166301727,11.764346361160278,14.589851558604728,13.859353266115104,9.733871551648647,
starvation,4.081521057786851,1.860659508575346,13.012908399105072,8.676712065935135,14.537670744815529,13.820997081751743,7.4818158512850905,
deprive,1.9556612173408252,0.31229665779355226,11.666669011116028,6.975407779216766,13.802528747612964,13.312592257329426,7.88696831135942,
agility,2.8757875470289544,0.7593146173216839,12.608596682548523,7.774641275405884,14.107001394603293,12.859867706568442,7.499327826406245,
moon,3.2971546506176,1.6409675863016904,12.97291499376297,11.11464387178421,14.493323852999668,13.982174397357161,8.054048148447798,
contingency,1.6000482063604988,0.9826187644345434,11.088760256767273,7.6508515775203705,13.512749905485075,11.784622847687276,8.027943215098835,
loud,3.3946307314071587,1.7154335870049144,13.462298274040222,11.021610617637634,14.674234586156158,13.631974412031402,7.9516669561364495,
gymnasium,2.055280594955257,0.8466604032917514,11.811951518058777,6.473390236496925,13.767630663856936,11.994374269818879,6.2018237601252935,
participation,0.9963274793047521,0.26785714285714285,11.834256172180176,6.89028126001358,13.87735849667423,11.972948027881007,9.96349201121165,
club,0.7546458584307291,0.3594647078689632,10.617417305707932,4.946773245930672,10.934951757556968,9.079040727043838,7.100858274605681,
excitement,2.310244946368524,0.9546522684985747,11.812889993190765,8.354614704847336,14.135271510723861,13.670193844807448,5.399185779671891,
diploma,2.363448442012504,1.595054117197408,12.000750303268433,9.6586252450943,14.105519417058177,12.082336114574284,7.433752050256572,
wrench,2.4853253752878723,0.6040433693730907,13.140284061431885,8.545426458120346,14.29262720137138,13.684078628179986,8.965131381323944,
shrine,3.300395121026772,1.284549426955944,12.568502724170685,8.583921909332275,14.139917245512288,13.200799887695835,7.150104136536848,
candlestick,2.4551097350673174,1.538863948805688,12.27360087633133,9.43884426355362,14.564302787612542,13.745974978552825,9.130994620756146,
collateral,0.9448840166925272,0.8273736105604744,9.520697593688965,9.120552718639374,13.061501968947226,11.22664466243544,7.204126171445941,
knife,4.035548214429905,2.4360841396482016,13.5608651638031,10.349820792675018,14.569327716913552,13.9184321869963,8.318737074311093,
hermit,0.7583985897220997,0.1020408163265306,11.166627407073975,7.214811086654663,12.9298434433835,12.602251761664824,7.415410236403087,
liability,1.744377416683498,0.8284457785581084,12.961825668811798,10.061665713787079,14.463975475901428,12.870856469949953,8.878042426598233,
diminish,3.412572214248404,1.7686537139878182,12.412694931030273,10.031827986240387,14.494509308785394,13.880159036801718,9.363730828972578,
prediction,2.0166252663369897,0.3573056882327399,11.960837125778198,6.645808920264244,13.18526251982259,11.876281459944373,8.324819001242604,
valet,1.0809548213149685,0.18622448979591835,11.180636525154114,7.9253378212451935,12.926100865527074,11.68827043206226,7.012836966127166,
cripple,2.1610697113411717,0.44902652704621787,11.393986105918884,8.80920547246933,13.659242761831724,13.092870296542753,6.524751071944944,
demonstration,0.5379745175899531,0.04081632653061224,10.032149285078049,3.879950591828674,11.216602163203815,9.443898650545078,7.458240877709307,
dip,2.3257747629444303,0.3370107987690914,12.933809995651245,8.327268242835999,14.436439494944983,13.852240330597906,8.364149971896675,
fossil,0.5180343709886769,0.5588172901295825,11.703634858131409,7.445715636014938,13.757292607762016,10.306119592491187,7.031108525182929,
amp,0.4038004478027098,0.30755810860211547,10.082608252763748,8.126957207918167,11.953851142814294,9.905635252981392,7.533431032814951,
porcupine,0.8934277787026564,0.5433363942139039,10.238639026880264,8.245568692684174,13.913636363608376,13.498953780247557,7.787729494220369,
denote,1.2255812047460146,0.1871291069619337,11.811712205410004,8.1697386354208,14.083093861877625,11.825345978974205,7.8541978947535664,
repulsive,1.0325579581513393,0.35656862189834304,11.768503367900848,8.588693052530289,13.778483704600768,13.27430035414362,6.916837573476749,
creditor,3.9036018962206382,1.3747630827127633,13.273513317108154,10.416237890720367,14.596204902844173,13.29217521654583,8.245788390292585,
unwieldy,1.386368044934848,0.1649659863945578,11.497854113578796,5.091123862192035,13.592416410247377,11.509412605192479,7.098426968393852,
chew,2.849842591916115,0.47427905229874306,12.312617361545563,8.484688878059387,14.144428431571441,13.074420386069244,8.433547729074192,
wreath,2.183278535366549,1.1377477602203385,11.98667049407959,9.562214583158493,14.212608179474543,13.28684052780452,8.72898421288779,
wharf,2.8326870892085316,1.3397769414850162,12.071751713752747,10.314985632896423,14.314063441938673,12.873718854612786,8.147321019498087,
soothing,2.0464963938939937,0.32258812615955473,12.313127875328064,9.255776673555374,14.13592257657724,13.433526106999482,7.2827921636076525,
poll,3.1422488455207804,1.6331894982984108,11.00029730796814,9.849615573883057,13.3904788884112,11.211518036570595,5.219128966033532,
storm,5.420184624185993,2.031147729785653,13.668009459972382,10.463549792766571,14.479547671469357,13.358847261047051,8.622921722984213,
radical,1.635479492229742,0.9190354526022556,11.794679462909698,9.168181657791138,14.490566895144056,11.338967346967689,7.959269094164778,
incessant,2.469869475836756,0.8856303944270146,11.903925478458405,7.09738789498806,14.06188875885149,13.355200966733081,6.627083511073455,
leader,2.335725250211106,1.565072828151745,13.124185740947723,9.279127210378647,14.24100670074867,12.202096839814397,7.858651963407144,
velvet,2.6305962049136973,1.831129194412545,13.539861917495728,12.565760791301727,14.796554997849492,13.637301268138701,9.708522795186852,
fantasy,1.5222940962539404,1.0723391699708786,11.730045437812805,9.18275585770607,13.712552278486754,13.141314547859707,7.284840285076779,
dispenser,0.4459132137703566,0.2596629560915275,7.1214950531721115,2.6288484479300678,7.083420958194902,7.278372140273598,3.8715868083042517,
portfolio,0.6951058445541066,0.5089260682580514,8.836768299341202,5.117589784786105,10.858821175890613,9.318451217893736,5.300020620898146,
disproportionate,1.9281004329250184,1.3854540128565809,11.421680450439453,9.739477962255478,14.029066717517708,13.212583015015433,7.996986801177716,
restraint,1.3973869655155688,0.48752834467120193,12.332166969776154,8.813602417707443,14.19001581465045,13.773915744296852,9.091324616405972,
responsible,1.4187961998355814,0.24659863945578228,11.5400932431221,6.321992814540863,13.878418294919975,13.171789264776859,8.996997517393533,
antler,1.2035676558148,0.18537414965986393,12.007437229156494,8.361915528774261,14.310324546374638,13.570701744996033,8.956411903993837,
unfortunate,1.4104419825597458,0.5280538826693181,11.50988781452179,6.416028946638107,13.772978582094561,13.299657150405855,6.654780357980677,
checker,0.3252477006276398,0.29738987793699045,9.599145948886871,5.017317406833172,12.265358627302142,10.60266596441905,6.838022297234033,
taste,2.466308666186887,1.4324422127217158,12.779254972934723,8.832767874002457,13.709482820538538,12.678201811144286,7.395530596702031,
factory,2.575280691798185,0.5001085540599219,12.474868774414062,7.518911629915237,13.910234539883882,11.845604175010056,8.042828103810074,
sacred,2.689607229613083,0.7848256510328819,12.66889888048172,9.760376334190369,14.326450941636637,13.466024462385581,7.356161162603427,
library,2.750308266432521,0.3556050079606311,12.931293666362762,6.331992037594318,14.124471479579043,11.857080575483451,7.86519641021799,
successor,1.3042579602973419,0.14370748299319727,12.44958359003067,5.993666976690292,13.714538844660243,11.010859347926292,8.700982081976733,
jerk,3.375955623891023,1.1621239555856973,12.859570980072021,9.621470659971237,14.547519058503054,13.977449081470612,7.768916091521436,
hate,3.0828646536493833,0.7519767851636491,12.593009293079376,7.187888376414776,14.180517947248521,13.667091910941448,7.584581276758291,
orgy,1.304554974421446,0.36121966517103293,11.005289077758789,6.03042633831501,13.08831024452549,12.5394196476187,5.627186724961597,
misjudge,0.9158201509283873,0.7991163260920099,8.80635291337967,6.484450161457062,13.493842131759955,13.293490720379157,6.792539284844844,
commanding,1.178854469498745,0.33083658995513104,11.022117793560028,7.054322615265846,12.361547715775977,9.934753706822208,6.695885946831809,
charge,2.3037464288789846,1.410001358452559,13.028102815151215,11.241628587245941,14.473719036619466,13.344787316152203,7.576786488299235,
foil,0.5887743002106718,0.2528271252997036,8.893494546413422,3.4713767506182194,9.347828866955927,9.619725338104416,4.991528570457984,
growth,1.4342388760968743,0.08163265306122448,12.927246630191803,7.097409836947918,13.993172202133804,10.592083227683457,8.436229922351659,
infraction,1.9729578539349253,1.2311308655751785,11.680305063724518,9.158795833587646,14.210451115194715,13.451222944976113,7.780232383013384,
hash,0.8951501978368943,0.96836588161144,10.7753187417984,9.804990023374557,13.868458194271543,13.211521247304958,7.387551305538638,
coward,3.5033901616705854,1.736642567966078,12.620662450790405,10.377459287643433,14.448270431422266,13.832059641189097,8.502147277989614,
bee,3.0041758493933317,0.9901876325399825,11.725758254528046,8.781356662511826,14.297145627495702,12.874750111725165,6.978223262508009,
exclusive,2.180073858791118,0.6885065252648179,11.79895943403244,6.6460467129945755,13.871529965709163,12.405805246403924,8.279261931534409,
fugitive,1.336804834206726,0.8227768443177456,10.941786676645279,8.765904575586319,13.390544487227498,12.622535099087893,6.595982366347154,
cheese,2.179347504009208,0.9723513593230939,13.050049781799316,11.880820333957672,14.809079037766422,13.329148699946987,9.120905962816373,
creaking,4.226069446350367,2.821524712076884,13.509150505065918,10.925332725048065,14.77613032024997,14.244741885352056,8.356402170204964,
wrath,1.885508607760378,0.6925615296997616,12.806579887866974,9.110686957836151,14.189852580462086,13.576209246237848,7.241474671073091,
thrill,2.9000743906675734,0.7377218418866518,11.774431824684143,7.58788275718689,13.679355770282946,13.250652279645621,6.199661839966791,
pension,1.6447856323671233,0.5966737548606189,11.522384345531464,8.73784551024437,14.105803118950078,12.77491082659936,7.806516281776307,
pledge,2.5595869282674126,0.7247049481092035,12.571045458316803,7.491028517484665,14.201822404386338,13.309037380740676,8.187027326046401,
breed,1.4740543432811206,0.40943137409702757,11.965484142303467,6.637685671448708,13.453678458202125,11.602857398959317,7.249895505924327,
ashore,2.6563631680129816,1.2572288327211016,12.879621148109436,11.04158478975296,14.45159716837992,12.786087969614675,7.800356831144684,
certify,0.9850500273554323,0.33791541593510677,10.84393709897995,6.995138376951218,13.220607512366476,11.110325001808528,7.798182409544842,
misty,3.456993057666252,1.9952809816593033,13.249239444732666,10.812692761421204,14.797002529964688,14.190208675205731,7.954959601277271,
expansion,1.4349881302642158,0.5696072755343272,11.385985612869263,9.098240226507187,13.982837305108841,10.670036796906249,7.846100581805151,
indictment,3.30399428165646,2.0305451173971556,13.181198000907898,10.783669471740723,14.533796242842227,13.110459527157037,8.350281150403733,
counsel,2.524094367754042,0.35299971052250695,12.166127502918243,8.542948514223099,14.178810562879304,12.410018439037321,9.06878693760524,
rural,1.215723530886755,0.3698979591836736,11.315097510814667,7.9595407247543335,12.57317982577281,10.437619730470388,6.372547804821019,
cucumber,2.574774587595022,1.500368071474722,13.230503737926483,12.269603550434113,14.914503729738009,13.685062396555653,8.821720026064297,
disclosure,1.0324249205038378,0.4354827037197859,10.921700358390808,6.37932593934238,12.935437547987481,11.241047774324093,7.71446791388274,
loan,2.914197665874,2.195863758834197,13.18544340133667,10.135817229747772,14.59324207837387,12.669379587664292,8.547480720956184,
detest,1.746784210565132,1.0506038191666731,11.983506977558136,9.598489373922348,14.295704891083608,13.90939268076007,7.683376230571148,
fit,1.348481532223841,0.08333333333333333,11.223964273929596,4.621374287176877,13.095339633533277,12.473232635740217,6.928338776427762,
splendid,2.1532718530378885,0.33876575607116116,10.675821006298065,7.408464699983597,13.91289984986436,13.69686885261113,6.148006424379926,
type,0.772857749565824,0.2548185941043084,10.313684165477753,7.59125928580761,13.19172722678203,11.183356282928171,7.586520044761968,
naval,1.966864437687104,0.6038337815746455,12.452636003494263,9.1847465634346,14.109389877796461,11.135894938565983,7.532417683877356,
hot,3.5615796217603055,0.5114179133935973,13.541230916976929,9.15264281630516,14.664135246909181,14.196794445457098,8.187518595985619,
