"Word","AoA","Concr","Freq","CD","Dom_Pos","OLD20","len","FpM.SUM","LNC.SUM","rLNC.SUM","LNC1.SUM","VC.SUM","J.SUM","rVC.SUM","rJ.SUM"
"abandon",8.32,2.54,413,312,"Verb",53,7,807.561786875598,12.9143678956975,4.67544002218638,13.0621881809011,11.3703929781914,2.56810941277574,4.10250543337315,0.300958789312827
"abandonment",10.27,2.54,49,45,"Noun",84,11,74.7024255812982,13.0018904388543,6.18060372265098,13.2012035373154,9.85431858897209,1.39034156763181,5.97358323633671,0.500162831089883
"abdicate",12.6,2.08,9,9,"Verb",52,8,23.8565777779767,13.1921865944068,6.51786299338366,13.6108346400723,10.3925928771496,2.10385698669434,7.801863104105,0.837251134669401
"abhor",13.76,1.81,12,12,"Verb",42,5,56.2492278555315,13.8078263491259,6.23874182712801,13.9683841543178,10.8319024443626,2.08816541870087,8.11382791399956,0.653613434272877
"abide",9.5,1.68,138,124,"Verb",34,5,187.84783263097,12.7036612396313,5.66190070858382,13.0179431177026,10.1882472038269,1.5702977563266,5.73893025517464,0.658291691962826
"ability",8.84,1.81,980,679,"Noun",45,7,891.778578235879,13.3923429485608,7.22927052856161,13.7968932122989,11.5976730585098,2.52759485871999,6.93242304027081,0.582246481694744
"abject",14,1.67,20,20,"Adjective",44,6,56.1089639371993,13.8889732061996,4.64615168213136,13.9204556039588,11.0890886187553,1.64602287040945,7.05477976799011,0.64533920259439
"able",7.79,2.38,8155,4285,"Adjective",27,4,2888.06359286769,14.1675699195034,3.79240187639876,14.2674190424291,11.6875553131104,4.91175233435295,5.56654889881611,0.458387610363294
"aboard",8.66217,3.97,1358,709,"Adverb",41,6,303.564550622973,12.6842725435782,6.82987563753212,13.510797667324,11.9058625102043,1.82872042648084,9.10369056463242,1.15042407898284
"abode",12.06,3.92,33,31,"Noun",37,5,186.809840660048,12.229134853884,4.049068226998,12.9601065387011,10.3527514636517,2.12913141986351,5.03594446182251,0.272330671398994
