"Word","AoA","Concr","Freq","CD","Dom_Pos","OLD20","len","FpM.SUM","LNC.SUM","rLNC.SUM","LNC1.SUM","VC.SUM","J.SUM","rVC.SUM","rJ.SUM"
"abandon",8.32,2.54,413,312,"Verb",53,7,807.561786875598,12.7630662978729,3.94920278189795,12.9693245512275,11.1587609648705,2.15856375218978,3.74515065923333,0.378968253968254
"abandonment",10.27,2.54,49,45,"Noun",84,11,74.7024255812982,12.5694906558049,3.92258955566441,12.7624471548813,8.63450458645821,0.920743188095538,4.7476918399334,0.575963718820862
"abdicate",12.6,2.08,9,9,"Verb",52,8,23.8565777779767,13.3708618656313,4.23874241290533,13.7110212952789,9.41624987125397,2.91803504367316,6.73931872844696,2.03450940707573
"abhor",13.76,1.81,12,12,"Verb",42,5,56.2492278555315,13.5181185257445,4.10171198802244,13.6167893061615,8.86685657501221,2.34292725260509,8.43616163730621,0.628592235680926
"abide",9.5,1.68,138,124,"Verb",34,5,187.84783263097,12.8630274565506,3.71018020096188,12.9333815214991,9.02054807543755,1.33233967130346,4.18687622994184,0.358614367732909
"ability",8.84,1.81,980,679,"Noun",45,7,891.778578235879,12.9936281328483,3.98836029763122,13.3117392489209,11.2100833058357,2.36684500863748,6.77928221225739,0.984991030583736
"abject",14,1.67,20,20,"Adjective",44,6,56.1089639371993,14.043799838451,3.98127702407213,14.0653944384031,10.2429636120796,1.71318558833142,7.62431278824806,0.755007193077102
"able",7.79,2.38,8155,4285,"Adjective",27,4,2888.06359286769,14.0427873624247,3.79413101612912,14.1031711593642,11.2266459465027,4.47542772189437,4.43802723288536,0.705916634868002
"aboard",8.66217,3.97,1358,709,"Adverb",41,6,303.564550622973,13.4350721504072,3.46051453736789,13.9446657687469,11.873682975769,2.44198172648936,9.56116449832916,1.46079784898009
"abode",12.06,3.92,33,31,"Noun",37,5,186.809840660048,12.2157391984703,3.34249661061699,12.6751469228808,9.58676019310951,2.45373429742377,3.76993122696877,0.523105745679436
"abolish",10.42,2.19,24,21,"Verb",55,7,175.453352987236,13.7426220695566,4.56282396092286,13.9235888683201,11.0471270680428,1.68496940035728,6.6356730312109,0.711085192777424
"abolition",13.28,2.43,10,8,"Noun",55,9,110.714328956434,12.9539273127859,4.13209397014204,13.3934344332782,10.7626832127571,2.58014153641974,7.33776134252548,0.70179937531596
"abolitionist",12.6,3.28,11,7,"Noun",75,12,44.5571941829354,12.5692494591204,3.19499347561381,13.2203537328666,10.9334165453911,3.00673036445124,7.42078775167465,1.13613641903709
"abomination",11.17,2.23,58,47,"Noun",55,11,33.6809160728565,13.7554301065937,3.34489276458712,13.8179084620451,8.6839764714241,2.43890852121051,7.16779750585556,2.17757015635503
"aboriginal",14.75,3.12,9,9,"Adjective",68,10,37.6927110916067,11.8274876196208,4.26229657080689,13.0107888210282,10.8852441310883,1.37383514124166,7.12220504879951,1.35631409873183
"abortion",13.21,3.41,369,155,"Noun",49,8,126.703539600691,7.66957751581381,2.3347938699998,7.73171169724465,4.80021379143,0.630627025747688,2.29336433298886,0.186224489795918
"abound",11.65,2.27,18,16,"Verb",37,6,170.630099481519,13.0391556667589,3.90849883867091,13.0763170791629,10.1598225831985,1.54097353520031,5.19032185338438,0.572439120575767
"abreast",13.06,2.23,26,25,"Adjective",52,7,51.9917661759001,12.5081088916882,4.97335409059729,13.050401939067,9.470354616642,1.67489393004044,5.57308111339808,0.212861138905146
"abroad",10.15415,2.72,250,203,"Adverb",51,6,621.181382655217,10.4547407226568,2.93818502301536,12.1263168995814,10.4819775819778,2.41317552237674,4.53647714108229,0.696186957060373
"abrupt",10.95,2.27,58,56,"Adjective",54,6,120.718764417596,12.0302933143203,2.61654681444832,12.3936998459167,10.161783516407,1.49580554809579,3.50700388848782,0.28784497470438
"absence",7.7,2.31,322,285,"Noun",54,7,658.838499041474,12.7494731881212,3.58099720702901,12.8648992962229,9.83094385266304,2.05747980543665,3.92007606104016,0.104646113764655
"absent",6.5,2.7,131,111,"Adjective",39,6,309.886296075877,9.56110094652254,1.39277631587593,10.2234031590063,7.16473667323589,1.05004172746067,2.93116399645805,0.339906884739712
"absentee",11,3.29,18,18,"Noun",55,8,25.0391303683438,9.49723671258976,2.90539596613203,10.2827762203326,6.87516410648823,0.709426549472142,4.30486193951219,0.236111111111111
"absolute",8.53,1.81,577,491,"Adjective",53,8,523.989907861246,13.2061280033226,4.99934035023047,13.5924250832577,11.4586825966835,1.17533995433827,7.63962885737419,0.18452380952381
"absolutely",7.084934,1.97,5769,3291,"Adverb",73,10,651.299895577308,13.2836942150918,3.04531782907409,13.4573351921078,10.1527147591114,3.1148200548368,5.2623295634985,0.79159770599575
"absolution",11.71,1.78,48,43,"Noun",54,10,20.6448847274908,13.9009610200597,4.9258922371463,14.0170615856827,10.5970633029938,3.41340360618206,7.4661071896553,1.55564610960133
"absolve",12.9,1.85,29,25,"Verb",51,7,33.9864669011706,13.535964833924,4.21999242683453,13.5826760731981,9.34328502416611,1.02955522975537,6.41427470743656,0.678531613314222
"absorb",8.83,3.11,101,92,"Verb",52,6,469.161508818875,11.7212287362805,5.58882629498327,12.235827549612,9.16808274388313,1.55881154841182,3.18225731910206,0.267857142857143
"abstain",12.95,2.38,26,19,"Verb",52,7,59.325102805997,10.8642424693335,3.79772562583433,11.6639186907569,8.16707280278206,1.00260529743812,4.78569939732552,0.0408163265306122
"abstinence",12.74,1.72,45,28,"Noun",73,10,43.5859368632559,11.5450892743469,2.30439864291712,12.1517537599896,9.81031927466393,1.95669698008057,5.79525075852871,0.916054855119761
"abstract",11.47,1.45,111,82,"Adjective",53,8,276.535254153133,12.6389119203509,5.01344681543067,13.7519824363276,10.9448541402817,1.70562627797916,8.14848804473877,0.561876326375483
"abstraction",13.65,1.57,15,11,"Noun",55,11,100.329554941038,12.2512100112247,4.22897569709718,12.9742258903201,9.59197267889977,1.36017202379752,6.6576092094183,0.595268761363662
